site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr17:41623012	wtdmso	wtcsc	7	14	107	156	0.7289719626168224	0.6452529878520215
chr17:41624081	wtdmso	wtcsc	3	2	134	198	2.216417910447761	0.3999229866516066
chr17:41624100	wtdmso	wtcsc	5	13	115	163	0.5451505016722408	0.325713069160571
chr17:41624120	wtdmso	wtcsc	34	44	95	142	1.1550239234449762	0.5977159973154561
chr17:41624156	wtdmso	wtcsc	43	96	76	85	0.5009594298245614	0.004553512859033344
chr17:41624210	wtdmso	wtcsc	5	5	105	157	1.4952380952380953	0.5317670339223179
chr17:41624231	wtdmso	wtcsc	5	8	111	169	0.9515765765765766	1.0
chr17:41624240	wtdmso	wtcsc	26	20	97	162	2.1711340206185565	0.021674804216773542
chr17:41624505	wtdmso	wtcsc	9	19	56	57	0.48214285714285715	0.1377196397178595
chr17:41689054	wtdmso	wtcsc	37	69	249	300	0.6460625109132181	0.054062810533655935
chr17:41689807	wtdmso	wtcsc	22	29	263	334	0.9634194309689262	1.0
chr17:41689919	wtdmso	wtcsc	2	2	299	395	1.3210702341137124	1.0
chr17:41690154	wtdmso	wtcsc	3	11	299	363	0.3311036789297659	0.10312273457514579
chr17:41690166	wtdmso	wtcsc	53	94	277	331	0.6737460634457332	0.04146854636851981
chr17:41690786	wtdmso	wtcsc	24	38	263	318	0.7636581949169502	0.3491429977255539
chr17:41690959	wtdmso	wtcsc	32	41	236	304	1.0053741215378256	1.0
chr17:41690968	wtdmso	wtcsc	4	19	316	404	0.2691538974017322	0.01669392216100902
chr17:41690985	wtdmso	wtcsc	17	26	236	295	0.8173076923076923	0.632497474141005
chr17:41691137	wtdmso	wtcsc	6	8	69	85	0.9239130434782609	1.0
chr17:41691194	wtdmso	wtcsc	20	31	61	70	0.74034902168165	0.4091760779823108
chr17:41691300	wtdmso	wtcsc	13	22	73	79	0.6394769613947696	0.2647819890978469
chr17:41691309	wtdmso	wtcsc	2	3	68	81	0.7941176470588235	1.0
chr17:41691352	wtdmso	wtcsc	4	6	83	104	0.8353413654618473	1.0
chr17:41691456	wtdmso	wtcsc	3	4	76	85	0.8388157894736842	1.0
chr17:41691464	wtdmso	wtcsc	6	10	80	95	0.7125	0.6062957984043698
chr17:41691475	wtdmso	wtcsc	4	4	84	106	1.2619047619047619	1.0
chr17:41691629	wtdmso	wtcsc	1	1	58	72	1.2413793103448276	1.0
chr17:41754815	wtdmso	wtcsc	2	11	62	53	0.15542521994134897	0.01627151438468783
chr17:41754861	wtdmso	wtcsc	4	5	55	64	0.9309090909090909	1.0
chr17:41754983	wtdmso	wtcsc	5	9	40	51	0.7083333333333334	0.7728563016566157
chr17:41755027	wtdmso	wtcsc	6	8	52	49	0.7067307692307693	0.5812748388710329
chr17:41755081	wtdmso	wtcsc	26	30	23	30	1.1304347826086956	0.8477224713995286
chr17:41755202	wtdmso	wtcsc	3	4	37	32	0.6486486486486487	0.7015242137758054
chr17:41755246	wtdmso	wtcsc	5	8	37	35	0.5912162162162162	0.5485746012095041
chr17:41755348	wtdmso	wtcsc	4	6	49	51	0.6938775510204082	0.7437893218809704
chr17:41755508	wtdmso	wtcsc	1	2	16	21	0.65625	1.0
chr17:41755689	wtdmso	wtcsc	1	2	12	9	0.375	0.576086956521739
chr17:41755813	wtdmso	wtcsc	4	4	42	46	1.0952380952380953	1.0
chr17:41755825	wtdmso	wtcsc	2	1	31	36	2.3225806451612905	0.598502009499452
chr17:41755846	wtdmso	wtcsc	1	3	38	39	0.34210526315789475	0.6165260196905767
chr17:41757484	wtdmso	wtcsc	1	2	45	44	0.4888888888888889	1.0
chr17:41757490	wtdmso	wtcsc	7	10	37	20	0.3783783783783784	0.09714054934415617
chr17:41757496	wtdmso	wtcsc	2	3	21	25	0.7936507936507936	1.0
chr17:41757761	wtdmso	wtcsc	1	2	33	31	0.4696969696969697	0.6135476463834674
chr17:41758453	wtdmso	wtcsc	1	4	31	29	0.23387096774193547	0.35531135531135516
chr17:41763058	wtdmso	wtcsc	4	5	29	27	0.7448275862068966	0.7330162562025211
chr17:41763139	wtdmso	wtcsc	2	1	23	18	1.565217391304348	1.0
chr17:41763184	wtdmso	wtcsc	3	4	28	27	0.7232142857142857	1.0
chr17:41763191	wtdmso	wtcsc	1	4	24	23	0.23958333333333334	0.35174069627851146
chr17:41763224	wtdmso	wtcsc	1	3	24	13	0.18055555555555555	0.2811296534017972
chr17:41764758	wtdmso	wtcsc	8	11	20	16	0.5818181818181818	0.40319761987692804
chr17:41764786	wtdmso	wtcsc	6	4	21	14	1.0	1.0
chr17:41769197	wtdmso	wtcsc	1	3	25	21	0.28	0.3395570994355188
chr17:41769438	wtdmso	wtcsc	1	2	24	23	0.4791666666666667	1.0
chr17:41769595	wtdmso	wtcsc	1	2	13	21	0.8076923076923077	1.0
chr17:41771814	wtdmso	wtcsc	6	8	18	16	0.6666666666666666	0.7516424282019676
chr17:41771840	wtdmso	wtcsc	4	3	21	23	1.4603174603174602	0.7030017680831198
chr17:41822435	wtdmso	wtcsc	1	5	10	20	0.4	0.6428006686545586
chr17:41822459	wtdmso	wtcsc	6	16	4	20	1.875	0.4838839013541225
chr17:41822477	wtdmso	wtcsc	3	4	19	32	1.263157894736842	1.0
chr17:41822546	wtdmso	wtcsc	1	4	10	34	0.85	1.0
chr17:41822763	wtdmso	wtcsc	2	2	22	38	1.7272727272727273	0.6268036564176173
chr17:41822822	wtdmso	wtcsc	3	10	7	30	1.2857142857142858	0.7068395627374254
chr17:41822835	wtdmso	wtcsc	3	2	20	37	2.775	0.35034172451190704
chr17:41822862	wtdmso	wtcsc	5	7	18	25	0.9920634920634921	1.0
chr17:41822957	wtdmso	wtcsc	1	1	23	43	1.8695652173913044	1.0
chr17:41822979	wtdmso	wtcsc	1	6	22	21	0.1590909090909091	0.10679331306990882
chr17:41823031	wtdmso	wtcsc	1	1	22	43	1.9545454545454546	1.0
chr17:41823164	wtdmso	wtcsc	3	5	22	34	0.9272727272727272	1.0
chr17:42125069	wtdmso	wtcsc	2	5	29	26	0.3586206896551724	0.4248219534666062
chr17:42125132	wtdmso	wtcsc	2	1	15	28	3.7333333333333334	0.54532279314888
chr17:42125195	wtdmso	wtcsc	7	12	20	18	0.525	0.3990561083974449
chr17:42125396	wtdmso	wtcsc	3	6	14	12	0.42857142857142855	0.4430174941854585
chr17:42125403	wtdmso	wtcsc	5	4	24	12	0.625	0.699816896580786
chr17:42125737	wtdmso	wtcsc	2	2	20	28	1.4	1.0
chr17:42125819	wtdmso	wtcsc	3	3	31	28	0.9032258064516129	1.0
chr17:42125831	wtdmso	wtcsc	4	1	27	23	3.4074074074074074	0.37282842943220285
chr17:42126790	wtdmso	wtcsc	1	2	13	22	0.8461538461538461	1.0
chr17:42128360	wtdmso	wtcsc	2	9	12	6	0.1111111111111111	0.020939530234882556
chr17:42128739	wtdmso	wtcsc	1	1	14	23	1.6428571428571428	1.0
chr17:42998767	wtdmso	wtcsc	3	1	167	302	5.425149700598802	0.13467508845287557
chr17:42999933	wtdmso	wtcsc	11	36	161	261	0.4953416149068323	0.05513787512339011
chr17:42999990	wtdmso	wtcsc	5	9	161	289	0.9972394755003451	1.0
chr17:43000010	wtdmso	wtcsc	9	16	159	283	1.0011792452830188	1.0
chr17:43000077	wtdmso	wtcsc	6	10	180	309	1.03	1.0
chr17:43002695	wtdmso	wtcsc	6	13	164	278	0.7823639774859287	0.8090180282686014
chr17:43002700	wtdmso	wtcsc	3	13	157	282	0.4145026947574718	0.1919820392426992
chr17:43002878	wtdmso	wtcsc	1	2	172	306	0.8895348837209303	1.0
chr17:43002888	wtdmso	wtcsc	2	6	183	301	0.5482695810564663	0.7160602494601809
chr17:43002907	wtdmso	wtcsc	3	20	151	280	0.2781456953642384	0.03960197501436381
chr17:43014735	wtdmso	wtcsc	2	2	43	86	2.0	0.6036008989002158
chr17:43014825	wtdmso	wtcsc	3	11	42	76	0.4935064935064935	0.3796287709655998
chr17:43014852	wtdmso	wtcsc	2	9	46	79	0.38164251207729466	0.3273828148935868
chr17:43014921	wtdmso	wtcsc	2	18	36	62	0.19135802469135801	0.01940210358356349
chr17:43015004	wtdmso	wtcsc	3	4	21	53	1.8928571428571428	0.41718922427783184
chr17:43015563	wtdmso	wtcsc	4	19	26	30	0.242914979757085	0.02122466595063055
chr17:43015586	wtdmso	wtcsc	1	6	26	59	0.3782051282051282	0.6690596669026581
chr17:43015893	wtdmso	wtcsc	2	4	23	55	1.1956521739130435	1.0
chr17:43016064	wtdmso	wtcsc	5	14	21	50	0.8503401360544217	1.0
chr17:44319665	wtdmso	wtcsc	3	3	7	23	3.2857142857142856	0.3168931795592137
chr17:44319699	wtdmso	wtcsc	1	3	10	25	0.8333333333333334	1.0
chr17:44320272	wtdmso	wtcsc	2	4	8	24	1.5	0.6440008823909751
chr17:44349524	wtdmso	wtcsc	4	1	30	43	5.733333333333333	0.16128054022790866
chr17:44350281	wtdmso	wtcsc	1	2	27	43	0.7962962962962963	1.0
chr17:44350564	wtdmso	wtcsc	1	7	47	55	0.16717325227963525	0.13457246328505357
chr17:44351088	wtdmso	wtcsc	4	3	41	66	2.1463414634146343	0.4314658011014779
chr17:44351133	wtdmso	wtcsc	1	2	31	45	0.7258064516129032	1.0
chr17:44351565	wtdmso	wtcsc	3	6	52	67	0.6442307692307693	0.7312678966617339
chr17:44351601	wtdmso	wtcsc	8	12	49	64	0.8707482993197279	0.8119459028512279
chr17:44351623	wtdmso	wtcsc	6	5	63	77	1.4666666666666666	0.5501703680882164
chr17:44351682	wtdmso	wtcsc	2	2	54	69	1.2777777777777777	1.0
chr17:44352030	wtdmso	wtcsc	6	6	44	56	1.2727272727272727	0.7640886346516518
chr17:44352109	wtdmso	wtcsc	32	34	38	51	1.263157894736842	0.5160322101783702
chr17:44352168	wtdmso	wtcsc	4	7	75	86	0.6552380952380953	0.5510845899443667
chr17:44352498	wtdmso	wtcsc	3	7	79	101	0.5479204339963833	0.5188988606130186
chr17:44352520	wtdmso	wtcsc	1	2	78	94	0.6025641025641025	1.0
chr17:44352772	wtdmso	wtcsc	6	13	84	92	0.5054945054945055	0.2285319554030945
chr17:44352785	wtdmso	wtcsc	2	5	82	91	0.44390243902439025	0.45135371121036005
chr17:44352801	wtdmso	wtcsc	20	31	69	76	0.7106124357176251	0.3299233457395835
chr17:44352813	wtdmso	wtcsc	3	3	88	105	1.1931818181818181	1.0
chr17:44352830	wtdmso	wtcsc	8	8	78	93	1.1923076923076923	0.7968058583113528
chr17:44352897	wtdmso	wtcsc	1	8	84	86	0.12797619047619047	0.03648217329618861
chr17:44353018	wtdmso	wtcsc	5	8	75	76	0.6333333333333333	0.566535798953754
chr17:4796267	wtdmso	wtcsc	2	2	27	38	1.4074074074074074	1.0
chr17:4796727	wtdmso	wtcsc	1	8	28	38	0.16964285714285715	0.14094784701439772
chr17:4796776	wtdmso	wtcsc	1	1	29	37	1.2758620689655173	1.0
chr17:4796784	wtdmso	wtcsc	2	8	33	43	0.32575757575757575	0.18977224501683823
chr17:4797459	wtdmso	wtcsc	6	15	26	37	0.5692307692307692	0.43696593225931124
chr17:4797687	wtdmso	wtcsc	14	19	23	45	1.4416475972540046	0.5093888126809395
chr17:4797791	wtdmso	wtcsc	2	6	36	51	0.4722222222222222	0.4695220473149506
chr17:4798119	wtdmso	wtcsc	1	3	34	43	0.4215686274509804	0.6298550254246458
chr17:48928652	wtdmso	wtcsc	4	5	6	13	1.7333333333333334	0.6774703557312254
chr17:48928743	wtdmso	wtcsc	1	4	9	15	0.4166666666666667	0.6328154604016673
chr17:48928916	wtdmso	wtcsc	1	2	9	17	0.9444444444444444	1.0
chr17:4945703	wtdmso	wtcsc	30	40	294	336	0.8571428571428571	0.6137537120148271
chr17:4945745	wtdmso	wtcsc	1	1	276	328	1.1884057971014492	1.0
chr17:4945749	wtdmso	wtcsc	6	15	268	311	0.46417910447761196	0.1230818915626233
chr17:4945780	wtdmso	wtcsc	1	3	255	286	0.3738562091503268	0.6263825013433875
chr17:4945899	wtdmso	wtcsc	23	33	272	300	0.7687165775401069	0.4009989346221222
chr17:4946632	wtdmso	wtcsc	2	6	264	303	0.38257575757575757	0.2966916067221054
chr17:4946636	wtdmso	wtcsc	1	3	271	319	0.3923739237392374	0.6290631125635107
chr17:4946725	wtdmso	wtcsc	30	54	268	297	0.6156716417910447	0.046648789768147
chr17:4948314	wtdmso	wtcsc	26	40	270	299	0.7198148148148148	0.24160867374110157
chr17:4948348	wtdmso	wtcsc	14	29	249	269	0.5215344135161335	0.056698714539560095
chr17:50064131	wtdmso	wtcsc	2	4	8	19	1.1875	1.0
chr17:50064174	wtdmso	wtcsc	1	3	10	23	0.7666666666666667	1.0
chr17:50064189	wtdmso	wtcsc	4	6	19	21	0.7368421052631579	0.7355519656843561
chr17:50064571	wtdmso	wtcsc	5	13	18	18	0.38461538461538464	0.1514172694348725
chr17:50068155	wtdmso	wtcsc	4	5	17	25	1.1764705882352942	1.0
chr17:50068167	wtdmso	wtcsc	3	7	18	25	0.5952380952380952	0.7218559202376132
chr17:50068263	wtdmso	wtcsc	7	8	15	22	1.2833333333333334	0.7617923389773233
chr17:50070876	wtdmso	wtcsc	2	4	20	23	0.575	0.6778776265362759
chr17:50070900	wtdmso	wtcsc	1	2	23	31	0.6739130434782609	1.0
chr17:50070909	wtdmso	wtcsc	1	3	23	36	0.5217391304347826	1.0
chr17:50071430	wtdmso	wtcsc	1	2	22	40	0.9090909090909091	1.0
chr17:50071993	wtdmso	wtcsc	5	10	18	33	0.9166666666666666	1.0
chr17:50072065	wtdmso	wtcsc	2	9	24	35	0.32407407407407407	0.19214402439693437
chr17:50072076	wtdmso	wtcsc	3	16	11	26	0.4431818181818182	0.33774621754982204
chr17:50072158	wtdmso	wtcsc	2	3	13	34	1.7435897435897436	0.6188186813186813
chr17:50073991	wtdmso	wtcsc	3	14	7	29	0.8877551020408163	1.0
chr17:50074166	wtdmso	wtcsc	5	15	24	34	0.4722222222222222	0.28370840355405325
chr17:50074225	wtdmso	wtcsc	4	15	25	34	0.3626666666666667	0.10997691374890281
chr17:50074506	wtdmso	wtcsc	4	3	20	49	3.2666666666666666	0.1977525643478099
chr17:50075502	wtdmso	wtcsc	1	8	27	44	0.2037037037037037	0.15012772049177003
chr17:50075628	wtdmso	wtcsc	2	7	25	51	0.5828571428571429	0.7124575158050067
chr17:50076338	wtdmso	wtcsc	3	11	11	36	0.8925619834710744	1.0
chr17:50076342	wtdmso	wtcsc	2	7	27	52	0.5502645502645502	0.7118405422430438
chr17:50076368	wtdmso	wtcsc	10	31	19	25	0.4244482173174873	0.10830006545071294
chr17:50076464	wtdmso	wtcsc	1	1	32	64	2.0	1.0
chr17:50076611	wtdmso	wtcsc	1	3	31	57	0.6129032258064516	1.0
chr17:50077026	wtdmso	wtcsc	2	11	33	46	0.2534435261707989	0.12070591772336245
chr17:50077034	wtdmso	wtcsc	2	6	29	56	0.6436781609195402	0.7143878402896138
chr17:50077424	wtdmso	wtcsc	5	6	27	59	1.8209876543209877	0.49662401590018224
chr17:50077439	wtdmso	wtcsc	3	6	30	58	0.9666666666666667	1.0
chr17:50078081	wtdmso	wtcsc	1	5	36	68	0.37777777777777777	0.6615571460905599
chr17:50078097	wtdmso	wtcsc	1	3	38	65	0.5701754385964912	1.0
chr17:50078220	wtdmso	wtcsc	10	14	26	53	1.456043956043956	0.46918752216333026
chr17:50078857	wtdmso	wtcsc	2	2	31	55	1.7741935483870968	0.6221102931680227
chr17:50078884	wtdmso	wtcsc	3	10	42	67	0.4785714285714286	0.36875295054338225
chr17:50079111	wtdmso	wtcsc	3	8	46	72	0.5869565217391305	0.531595982011486
chr17:50079226	wtdmso	wtcsc	1	1	52	79	1.5192307692307692	1.0
chr17:50079435	wtdmso	wtcsc	1	6	42	70	0.2777777777777778	0.4195385765523503
chr17:50079444	wtdmso	wtcsc	5	2	32	59	4.609375	0.10018998064978422
chr17:50079548	wtdmso	wtcsc	5	14	51	70	0.49019607843137253	0.21786724159500062
chr17:50080336	wtdmso	wtcsc	10	20	47	69	0.7340425531914894	0.5334957911625081
chr17:50080358	wtdmso	wtcsc	11	31	41	55	0.4760031471282455	0.08572872402133885
chr17:50081319	wtdmso	wtcsc	1	2	55	93	0.8454545454545455	1.0
chr17:50081366	wtdmso	wtcsc	15	25	44	64	0.8727272727272727	0.8503618476006388
chr17:50087759	wtdmso	wtcsc	3	9	61	82	0.44808743169398907	0.36126612299901184
chr17:50088308	wtdmso	wtcsc	2	1	81	119	2.9382716049382718	0.5685960773123117
chr17:50088320	wtdmso	wtcsc	1	2	76	105	0.6907894736842105	1.0
chr17:50089113	wtdmso	wtcsc	17	13	69	101	1.9141583054626532	0.1128100497690031
chr17:50089127	wtdmso	wtcsc	1	5	58	62	0.21379310344827587	0.21320788595607698
chr17:50089232	wtdmso	wtcsc	5	6	85	121	1.1862745098039216	0.7652845064909817
chr17:50089244	wtdmso	wtcsc	2	9	83	113	0.30254350736278446	0.20583496313413313
chr17:50089251	wtdmso	wtcsc	3	8	71	86	0.45422535211267606	0.3501223210618172
chr17:50089337	wtdmso	wtcsc	12	12	72	111	1.5416666666666667	0.3783365947017845
chr17:50089459	wtdmso	wtcsc	43	58	49	74	1.11963406052076	0.6848385837610189
chr17:50089524	wtdmso	wtcsc	82	123	13	14	0.717948717948718	0.5328545678968899
chr17:50089588	wtdmso	wtcsc	1	4	104	136	0.3269230769230769	0.39551166575508345
chr17:50089644	wtdmso	wtcsc	13	20	81	115	0.9228395061728395	1.0
chr17:50089695	wtdmso	wtcsc	58	85	60	84	0.9552941176470588	0.9046569451414348
chr17:50089709	wtdmso	wtcsc	3	10	122	166	0.4081967213114754	0.2505261194400613
chr17:50089716	wtdmso	wtcsc	7	8	108	148	1.1990740740740742	0.791617706565327
chr17:50089818	wtdmso	wtcsc	35	42	94	127	1.125886524822695	0.6898040481163517
chr17:50089833	wtdmso	wtcsc	3	3	127	175	1.3779527559055118	0.6997094005330267
chr17:50089849	wtdmso	wtcsc	12	23	121	157	0.6769673014732304	0.3654165097266825
chr17:50089862	wtdmso	wtcsc	22	48	111	130	0.5367867867867868	0.03907975501525765
chr17:50089917	wtdmso	wtcsc	57	71	71	96	1.0854989089466376	0.8126941356410852
chr17:50089922	wtdmso	wtcsc	56	83	89	92	0.6974414511980507	0.14072671068813597
chr17:50089948	wtdmso	wtcsc	5	6	147	194	1.0997732426303855	1.0
chr17:50089954	wtdmso	wtcsc	23	32	127	168	0.9507874015748031	0.8833115672557525
chr17:50090025	wtdmso	wtcsc	33	41	107	147	1.105767038978801	0.7895586196461386
chr17:50090036	wtdmso	wtcsc	72	95	80	106	1.0042105263157894	1.0
chr17:50090040	wtdmso	wtcsc	12	11	108	154	1.5555555555555556	0.3794410847383314
chr17:50090117	wtdmso	wtcsc	6	5	147	203	1.6571428571428573	0.5380918928395602
chr17:50090127	wtdmso	wtcsc	7	9	149	198	1.0335570469798658	1.0
chr17:50090193	wtdmso	wtcsc	1	3	147	188	0.42630385487528344	0.634883304646946
chr17:50090204	wtdmso	wtcsc	7	15	142	186	0.6112676056338028	0.3749015852554251
chr17:50090343	wtdmso	wtcsc	1	2	123	172	0.6991869918699187	1.0
chr17:50090464	wtdmso	wtcsc	1	1	98	153	1.5612244897959184	1.0
chr17:5024502	wtdmso	wtcsc	2	5	8	8	0.4	0.4050343249427917
chr17:50381553	wtdmso	wtcsc	6	14	9	16	0.7619047619047619	0.756881375914183
chr17:50381577	wtdmso	wtcsc	1	6	15	21	0.23333333333333334	0.22917663461592774
chr17:50381590	wtdmso	wtcsc	6	5	7	8	1.3714285714285714	1.0
chr17:50381604	wtdmso	wtcsc	1	1	14	27	1.9285714285714286	1.0
chr17:50381689	wtdmso	wtcsc	1	4	14	23	0.4107142857142857	0.6389602053915275
chr17:50381717	wtdmso	wtcsc	3	2	13	28	3.230769230769231	0.3246928332873732
chr17:50381908	wtdmso	wtcsc	3	11	12	17	0.38636363636363635	0.3083535284723442
chr17:50382001	wtdmso	wtcsc	2	1	14	27	3.857142857142857	0.5433403805496828
chr17:50382082	wtdmso	wtcsc	1	3	13	23	0.5897435897435898	1.0
chr17:50382233	wtdmso	wtcsc	1	1	11	23	2.090909090909091	1.0
chr17:50382272	wtdmso	wtcsc	6	7	10	8	0.6857142857142857	0.7223934721942933
chr17:50382347	wtdmso	wtcsc	1	2	14	20	0.7142857142857143	1.0
chr17:50382440	wtdmso	wtcsc	1	4	13	16	0.3076923076923077	0.3786297510206428
chr17:50382572	wtdmso	wtcsc	2	5	13	16	0.49230769230769234	0.6737806192858375
chr17:50382837	wtdmso	wtcsc	7	11	4	16	2.5454545454545454	0.2877027671243466
chr17:50383069	wtdmso	wtcsc	1	4	11	11	0.25	0.3418803418803419
chr17:50385235	wtdmso	wtcsc	1	3	10	11	0.36666666666666664	0.6043478260869565
chr17:51166827	wtdmso	wtcsc	6	16	127	181	0.5344488188976378	0.261722933907773
chr17:51168252	wtdmso	wtcsc	13	37	166	209	0.44236405079778574	0.014704788212170042
chr17:51168275	wtdmso	wtcsc	1	4	188	247	0.32845744680851063	0.39693983890119156
chr17:51168320	wtdmso	wtcsc	53	82	149	180	0.7808151907022426	0.2574168430685325
chr17:51169963	wtdmso	wtcsc	10	16	188	246	0.8178191489361702	0.6874227416453293
chr17:51169987	wtdmso	wtcsc	2	1	198	260	2.6262626262626263	0.5816944150101802
chr17:51170027	wtdmso	wtcsc	9	22	190	252	0.5425837320574163	0.137208376845814
chr17:51171488	wtdmso	wtcsc	6	19	207	261	0.39816933638443935	0.06095806745419831
chr17:51171558	wtdmso	wtcsc	30	65	179	211	0.5440481306403094	0.014967802041134804
chr17:51171566	wtdmso	wtcsc	3	10	208	267	0.38509615384615387	0.16433608653501625
chr17:51171587	wtdmso	wtcsc	45	66	151	196	0.885009030704395	0.6594935034818876
chr17:51171611	wtdmso	wtcsc	10	26	130	177	0.5236686390532544	0.10786495364976587
chr17:51171654	wtdmso	wtcsc	11	26	145	203	0.5923076923076923	0.21715743754359088
chr17:51171675	wtdmso	wtcsc	15	28	161	206	0.6854480922803904	0.3287680396729714
chr17:5432801	wtdmso	wtcsc	6	2	28	29	3.107142857142857	0.2616510284195752
chr17:5432963	wtdmso	wtcsc	5	6	45	38	0.7037037037037037	0.7500456809360658
chr17:5433042	wtdmso	wtcsc	2	3	47	42	0.5957446808510638	0.6677095695328514
chr17:5433153	wtdmso	wtcsc	2	9	48	35	0.16203703703703703	0.021573810400525213
chr17:5433296	wtdmso	wtcsc	9	10	36	31	0.775	0.7953307542566457
chr17:5433386	wtdmso	wtcsc	1	2	49	46	0.46938775510204084	0.61340206185567
chr17:5433690	wtdmso	wtcsc	12	8	35	38	1.6285714285714286	0.45024798141094274
chr17:5433757	wtdmso	wtcsc	2	2	45	44	0.9777777777777777	1.0
chr17:5433761	wtdmso	wtcsc	21	30	27	18	0.4666666666666667	0.10131159212731075
chr17:5434878	wtdmso	wtcsc	1	1	49	48	0.9795918367346939	1.0
chr17:5434905	wtdmso	wtcsc	3	3	47	46	0.9787234042553191	1.0
chr17:5438159	wtdmso	wtcsc	2	3	44	41	0.6212121212121212	0.6732532610099444
chr17:5438169	wtdmso	wtcsc	16	22	28	26	0.6753246753246753	0.4012999259234535
chr17:5438884	wtdmso	wtcsc	3	1	32	25	2.34375	0.6294468770060648
chr17:59694554	wtdmso	wtcsc	1	2	9	32	1.7777777777777777	0.5481727574750832
chr17:64499818	wtdmso	wtcsc	4	7	25	35	0.8	1.0
chr17:64499920	wtdmso	wtcsc	2	5	29	38	0.5241379310344828	0.6917457192644914
chr17:64500001	wtdmso	wtcsc	2	5	28	40	0.5714285714285714	0.695228434820244
chr17:64500089	wtdmso	wtcsc	6	14	23	24	0.4472049689440994	0.18514096214981787
chr17:64500179	wtdmso	wtcsc	2	6	26	33	0.4230769230769231	0.45261097163095637
chr17:64500238	wtdmso	wtcsc	1	1	25	38	1.52	1.0
chr17:64500283	wtdmso	wtcsc	2	1	21	34	3.238095238095238	0.5564882032667877
chr17:64500292	wtdmso	wtcsc	2	2	25	34	1.36	1.0
chr17:64500695	wtdmso	wtcsc	3	21	20	20	0.14285714285714285	0.0029561543990882086
chr17:64500739	wtdmso	wtcsc	1	5	21	29	0.2761904761904762	0.3862280277374617
chr17:64502196	wtdmso	wtcsc	1	3	22	36	0.5454545454545454	1.0
chr17:64502990	wtdmso	wtcsc	2	9	8	28	0.7777777777777778	1.0
chr17:64503021	wtdmso	wtcsc	1	1	9	32	3.5555555555555554	0.4152823920265781
chr17:64503220	wtdmso	wtcsc	2	5	8	29	1.45	0.6490386050645178
chr17:64503308	wtdmso	wtcsc	1	3	9	29	1.0740740740740742	1.0
chr17:64503544	wtdmso	wtcsc	3	5	7	21	1.8	0.6576261205260747
chr17:64504075	wtdmso	wtcsc	1	3	9	10	0.37037037037037035	0.603613777526821
chr17:7014158	wtdmso	wtcsc	6	13	40	52	0.6	0.4452526915487708
chr17:7014330	wtdmso	wtcsc	8	17	32	44	0.6470588235294118	0.4809323793249449
chr17:7014387	wtdmso	wtcsc	16	27	22	27	0.7272727272727273	0.526894736415852
chr17:7014408	wtdmso	wtcsc	14	22	32	39	0.7755681818181818	0.6797717861463
chr17:7224031	wtdmso	wtcsc	1	2	13	12	0.46153846153846156	1.0
chr17:7224645	wtdmso	wtcsc	1	4	14	15	0.26785714285714285	0.3547308952906675
chr17:7224867	wtdmso	wtcsc	4	2	13	17	2.6153846153846154	0.3910766652702137
chr17:7224999	wtdmso	wtcsc	1	3	14	15	0.35714285714285715	0.6074046920821116
chr17:7240477	wtdmso	wtcsc	10	14	45	70	1.1111111111111112	0.8222584965007429
chr17:7240531	wtdmso	wtcsc	12	25	29	56	0.926896551724138	1.0
chr17:7240550	wtdmso	wtcsc	7	14	35	65	0.9285714285714286	1.0
chr17:7240611	wtdmso	wtcsc	1	2	57	82	0.7192982456140351	1.0
chr17:7240667	wtdmso	wtcsc	1	4	60	88	0.36666666666666664	0.6486310984306562
chr17:7240743	wtdmso	wtcsc	6	13	44	53	0.5559440559440559	0.31815250614510326
chr17:7240787	wtdmso	wtcsc	4	5	44	63	1.1454545454545455	1.0
chr17:7240916	wtdmso	wtcsc	4	11	43	66	0.5581395348837209	0.40600690913635273
chr17:7242250	wtdmso	wtcsc	2	8	42	58	0.34523809523809523	0.3101138225586437
chr17:7243807	wtdmso	wtcsc	2	1	20	35	3.5	0.5508166969147005
chr17:7243877	wtdmso	wtcsc	1	2	29	37	0.6379310344827587	1.0
chr17:7243881	wtdmso	wtcsc	4	4	29	40	1.3793103448275863	0.7184089393169685
chr17:7243894	wtdmso	wtcsc	14	18	12	20	1.2962962962962963	0.7994067946255456
chr17:7243944	wtdmso	wtcsc	6	6	25	39	1.56	0.5328211446391313
chr17:7243950	wtdmso	wtcsc	3	3	26	24	0.9230769230769231	1.0
chr17:7244019	wtdmso	wtcsc	13	22	14	11	0.4642857142857143	0.19147766877221573
chr17:7244094	wtdmso	wtcsc	8	21	21	21	0.38095238095238093	0.08561577602711529
chr17:7244184	wtdmso	wtcsc	2	1	23	24	2.0869565217391304	1.0
chr17:7244601	wtdmso	wtcsc	2	8	26	32	0.3076923076923077	0.17879803960888588
chr17:7246102	wtdmso	wtcsc	6	6	20	34	1.7	0.5173356515288183
chr17:7246293	wtdmso	wtcsc	4	2	22	36	3.272727272727273	0.21341161555373162
chr17:7246298	wtdmso	wtcsc	3	1	21	37	5.285714285714286	0.28924342783389645
chr17:7247076	wtdmso	wtcsc	3	8	8	24	1.125	1.0
chr17:7247140	wtdmso	wtcsc	1	3	21	35	0.5555555555555556	1.0
