site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue
chr17:40019583	wtdmso	mtdmso	12	11	28	22	0.8571428571428571	0.8040881316353964
chr17:40019636	wtdmso	mtdmso	13	8	29	31	1.7370689655172413	0.319844991728535
chr17:40019839	wtdmso	mtdmso	7	6	34	32	1.0980392156862746	1.0
chr17:40020283	wtdmso	mtdmso	1	3	40	40	0.3333333333333333	0.6162427487728693
chr17:40020292	wtdmso	mtdmso	7	5	35	37	1.48	0.7564601623649678
chr17:40022695	wtdmso	mtdmso	5	9	34	29	0.4738562091503268	0.2501262801579015
chr17:40023206	wtdmso	mtdmso	5	6	19	21	0.9210526315789473	1.0
chr17:40023302	wtdmso	mtdmso	1	4	9	19	0.5277777777777778	1.0
chr17:40476003	wtdmso	mtdmso	1	3	39	59	0.5042735042735043	1.0
chr17:40476208	wtdmso	mtdmso	4	3	31	56	2.4086021505376345	0.4179683264862071
chr17:40476659	wtdmso	mtdmso	2	1	10	35	7.0	0.15009250693802037
chr17:41523646	wtdmso	mtdmso	43	104	69	225	1.3482441471571907	0.20266513340450598
chr17:41523671	wtdmso	mtdmso	14	41	180	531	1.0073170731707317	1.0
chr17:41523787	wtdmso	mtdmso	6	34	172	479	0.4914500683994528	0.13588822591719868
chr17:41523842	wtdmso	mtdmso	4	20	170	498	0.5858823529411765	0.4728105733182864
chr17:41523980	wtdmso	mtdmso	2	17	169	450	0.3132613992342499	0.12059087141138418
chr17:41524197	wtdmso	mtdmso	9	33	156	447	0.7814685314685315	0.588016417520017
chr17:41524254	wtdmso	mtdmso	28	81	134	421	1.0860512253547079	0.7159243473371188
chr17:41524267	wtdmso	mtdmso	17	49	122	356	1.0123787219805955	1.0
chr17:41524412	wtdmso	mtdmso	42	79	132	426	1.715765247410817	0.015527214544913528
chr17:41524448	wtdmso	mtdmso	5	8	157	458	1.8232484076433122	0.33617535214380545
chr17:41524852	wtdmso	mtdmso	4	16	143	415	0.7255244755244755	0.7943316060496832
chr17:41524910	wtdmso	mtdmso	26	60	116	338	1.2626436781609196	0.35379530898252054
chr17:41524922	wtdmso	mtdmso	1	6	135	381	0.4703703703703704	0.6827657645139247
chr17:41524986	wtdmso	mtdmso	9	16	119	349	1.6496848739495797	0.24630726832344885
chr17:41525194	wtdmso	mtdmso	7	17	127	355	1.1509958314034274	0.8130694529413269
chr17:41525202	wtdmso	mtdmso	18	42	102	275	1.1554621848739495	0.6421141942237432
chr17:41525250	wtdmso	mtdmso	22	62	93	249	0.9500520291363164	0.8918163815395141
chr17:41527831	wtdmso	mtdmso	3	19	90	221	0.387719298245614	0.1452812612785775
chr17:41527840	wtdmso	mtdmso	28	78	71	211	1.0668111231491513	0.7952182459168373
chr17:41527960	wtdmso	mtdmso	5	11	95	267	1.277511961722488	0.7721700788506234
chr17:41527990	wtdmso	mtdmso	7	24	103	263	0.7447411003236246	0.676246531962194
chr17:41528243	wtdmso	mtdmso	9	36	68	161	0.5919117647058824	0.20861331360222635
chr17:41582339	wtdmso	mtdmso	21	31	489	435	0.6026123095190976	0.08739539400247137
chr17:41582391	wtdmso	mtdmso	5	6	236	255	0.9004237288135594	1.0
chr17:41582438	wtdmso	mtdmso	92	104	469	437	0.8242578317205183	0.23749052600394127
chr17:41582529	wtdmso	mtdmso	76	88	444	399	0.7761056511056511	0.14700388626577648
chr17:41583324	wtdmso	mtdmso	25	17	567	538	1.3953729640004149	0.34626542000952787
chr17:41583424	wtdmso	mtdmso	3	2	529	514	1.4574669187145557	1.0
chr17:41583438	wtdmso	mtdmso	51	52	459	445	0.9508547008547008	0.8357067597579831
chr17:41583584	wtdmso	mtdmso	138	141	299	300	0.9819967266775778	0.9422376373835462
chr17:41583662	wtdmso	mtdmso	55	71	335	349	0.8070212318688249	0.28693544793619097
chr17:41583675	wtdmso	mtdmso	3	2	339	376	1.663716814159292	0.6725209883554458
chr17:41583793	wtdmso	mtdmso	51	63	324	358	0.8944738389182834	0.6131740272266991
chr17:41583820	wtdmso	mtdmso	25	25	313	350	1.1182108626198084	0.7695949130810198
chr17:41583850	wtdmso	mtdmso	18	14	307	362	1.5160539785946952	0.2792616986772747
chr17:41584266	wtdmso	mtdmso	17	18	299	337	1.0644741731698253	0.8639092460557818
chr17:41584320	wtdmso	mtdmso	6	10	267	314	0.7056179775280899	0.6145681641236784
chr17:41584336	wtdmso	mtdmso	7	8	255	310	1.0637254901960784	1.0
chr17:41584340	wtdmso	mtdmso	91	133	174	193	0.7589231699939504	0.12486286723423243
chr17:41584395	wtdmso	mtdmso	78	99	156	184	0.9292929292929293	0.710408309909505
chr17:41584405	wtdmso	mtdmso	1	2	185	235	0.6351351351351351	1.0
chr17:41584986	wtdmso	mtdmso	23	30	160	229	1.0972916666666668	0.7679273465206107
chr17:41585010	wtdmso	mtdmso	4	2	181	242	2.6740331491712706	0.4096076887001279
chr17:41585037	wtdmso	mtdmso	7	11	169	210	0.7907477138246369	0.8090501994353514
chr17:41586322	wtdmso	mtdmso	16	24	155	213	0.9161290322580645	0.8669067878332641
chr17:41586332	wtdmso	mtdmso	4	6	168	221	0.876984126984127	1.0
chr17:41586352	wtdmso	mtdmso	1	2	170	203	0.5970588235294118	1.0
chr17:41586388	wtdmso	mtdmso	51	60	125	167	1.1356	0.5761500166863088
chr17:41586442	wtdmso	mtdmso	6	7	171	215	1.0776942355889725	1.0
chr17:41586463	wtdmso	mtdmso	2	7	158	201	0.36347197106690776	0.30924195664076026
chr17:41586472	wtdmso	mtdmso	16	21	170	223	0.9994397759103641	1.0
chr17:41586482	wtdmso	mtdmso	2	4	186	238	0.6397849462365591	0.7000905675323025
chr17:41586830	wtdmso	mtdmso	8	19	84	97	0.48621553884711777	0.14507762051517117
chr17:41619449	wtdmso	mtdmso	40	31	140	101	0.9308755760368663	0.7866696885363045
chr17:41619465	wtdmso	mtdmso	34	20	368	297	1.3720108695652173	0.3195078272192811
chr17:41619590	wtdmso	mtdmso	42	44	373	303	0.7754082378747258	0.3011186540212163
chr17:41619604	wtdmso	mtdmso	15	3	424	365	4.304245283018868	0.015090817128138373
chr17:41619682	wtdmso	mtdmso	63	30	369	323	1.838211382113821	0.010399631345893789
chr17:41620536	wtdmso	mtdmso	85	79	337	263	0.8396874882620291	0.33092421395333077
chr17:41620553	wtdmso	mtdmso	87	88	334	265	0.7843971148611867	0.1679944525371821
chr17:41620748	wtdmso	mtdmso	7	9	408	350	0.6672113289760349	0.45712238336973565
chr17:41620841	wtdmso	mtdmso	76	60	324	272	1.0633744855967078	0.7751826824099557
chr17:41620848	wtdmso	mtdmso	2	1	363	282	1.5537190082644627	1.0
chr17:41621077	wtdmso	mtdmso	52	44	263	232	1.0425164189422744	0.9111437630035517
chr17:41621082	wtdmso	mtdmso	67	71	254	203	0.7541865365420871	0.17241030842698857
chr17:41621090	wtdmso	mtdmso	1	5	288	229	0.15902777777777777	0.09415456496069209
chr17:41621626	wtdmso	mtdmso	87	74	202	181	1.0534519668183036	0.8507486840246195
chr17:41621653	wtdmso	mtdmso	27	24	224	210	1.0546875	0.8832432299300834
chr17:41621683	wtdmso	mtdmso	2	2	236	204	0.864406779661017	1.0
chr17:41622364	wtdmso	mtdmso	21	13	215	192	1.4425760286225402	0.3725529594624428
chr17:41622397	wtdmso	mtdmso	11	2	193	189	5.3860103626943	0.021252448953870122
chr17:41622961	wtdmso	mtdmso	25	29	114	117	0.8847549909255898	0.7628749468576557
chr17:41623012	wtdmso	mtdmso	7	10	107	112	0.7327102803738318	0.6195756032058766
chr17:41624081	wtdmso	mtdmso	3	8	134	141	0.394589552238806	0.2220638281488188
chr17:41624100	wtdmso	mtdmso	5	6	115	125	0.9057971014492754	1.0
chr17:41624120	wtdmso	mtdmso	34	24	95	108	1.6105263157894736	0.13655660511997678
chr17:41624156	wtdmso	mtdmso	43	55	76	73	0.750956937799043	0.29914096954032526
chr17:41624210	wtdmso	mtdmso	5	7	105	124	0.8435374149659864	1.0
chr17:41624231	wtdmso	mtdmso	5	3	111	136	2.042042042042042	0.4745339767284785
chr17:41624240	wtdmso	mtdmso	26	15	97	122	2.1800687285223366	0.0273409690323635
chr17:41624505	wtdmso	mtdmso	9	10	56	49	0.7875	0.8035346151156579
chr17:41689054	wtdmso	mtdmso	37	33	249	136	0.6123889497383473	0.07982007639182334
chr17:41689807	wtdmso	mtdmso	22	14	263	155	0.9261271048343291	0.8584067904268965
chr17:41690166	wtdmso	mtdmso	53	30	277	157	1.001323706377858	1.0
chr17:41690786	wtdmso	mtdmso	24	17	263	141	0.7568776560053679	0.3977806690941731
chr17:41690959	wtdmso	mtdmso	32	8	236	147	2.4915254237288136	0.02442787967399874
chr17:41690968	wtdmso	mtdmso	4	3	316	184	0.7763713080168776	0.7124600764855786
chr17:41690985	wtdmso	mtdmso	17	5	236	151	2.175423728813559	0.1752576066993301
chr17:41691137	wtdmso	mtdmso	6	5	69	53	0.9217391304347826	1.0
chr17:41691194	wtdmso	mtdmso	20	16	61	45	0.9221311475409836	0.8478268632488124
chr17:41691300	wtdmso	mtdmso	13	17	73	46	0.48186946011281223	0.09789493995915918
chr17:41691309	wtdmso	mtdmso	2	1	68	49	1.4411764705882353	1.0
chr17:41691352	wtdmso	mtdmso	4	2	83	66	1.5903614457831325	0.6958144131959892
chr17:41691456	wtdmso	mtdmso	3	1	76	56	2.210526315789474	0.639332748024583
chr17:41691464	wtdmso	mtdmso	6	3	80	68	1.7	0.5137274014106292
chr17:41691475	wtdmso	mtdmso	4	2	84	67	1.5952380952380953	0.6955251050608612
chr17:41754815	wtdmso	mtdmso	2	6	62	78	0.41935483870967744	0.4665783715401174
chr17:41754861	wtdmso	mtdmso	4	3	55	76	1.8424242424242425	0.46052474150282474
chr17:41754983	wtdmso	mtdmso	5	8	40	61	0.953125	1.0
chr17:41755027	wtdmso	mtdmso	6	5	52	78	1.8	0.3597264291227181
chr17:41755081	wtdmso	mtdmso	26	32	23	33	1.1657608695652173	0.709002175691709
chr17:41755202	wtdmso	mtdmso	3	9	37	49	0.44144144144144143	0.34954424946490203
chr17:41755246	wtdmso	mtdmso	5	10	37	57	0.7702702702702703	0.7791103307276062
chr17:41755348	wtdmso	mtdmso	4	11	49	73	0.5417439703153989	0.40507513831742303
chr17:41755689	wtdmso	mtdmso	1	2	12	14	0.5833333333333334	1.0
chr17:41755813	wtdmso	mtdmso	4	6	42	66	1.0476190476190477	1.0
chr17:41755825	wtdmso	mtdmso	2	1	31	60	3.870967741935484	0.28098236399988064
chr17:41755846	wtdmso	mtdmso	1	1	38	67	1.763157894736842	1.0
chr17:41757490	wtdmso	mtdmso	7	4	37	59	2.7905405405405403	0.1937780891239691
chr17:41757496	wtdmso	mtdmso	2	4	21	39	0.9285714285714286	1.0
chr17:41757761	wtdmso	mtdmso	1	3	33	53	0.5353535353535354	1.0
chr17:41758453	wtdmso	mtdmso	1	3	31	51	0.5483870967741935	1.0
chr17:41763058	wtdmso	mtdmso	4	9	29	44	0.6743295019157088	0.758313048368254
chr17:41763139	wtdmso	mtdmso	2	1	23	45	3.9130434782608696	0.28169014084507044
chr17:41763184	wtdmso	mtdmso	3	5	28	45	0.9642857142857143	1.0
chr17:41763191	wtdmso	mtdmso	1	5	24	38	0.31666666666666665	0.4024184405000911
chr17:41763224	wtdmso	mtdmso	1	4	24	29	0.3020833333333333	0.37775473165672796
chr17:41764758	wtdmso	mtdmso	8	17	20	27	0.6352941176470588	0.45206568521599455
chr17:41764786	wtdmso	mtdmso	6	5	21	32	1.8285714285714285	0.5046161437112784
chr17:41769175	wtdmso	mtdmso	5	5	21	35	1.6666666666666667	0.49826162934272
chr17:41769197	wtdmso	mtdmso	1	2	25	37	0.74	1.0
chr17:41769421	wtdmso	mtdmso	1	3	11	32	0.9696969696969697	1.0
chr17:41769438	wtdmso	mtdmso	1	2	24	36	0.75	1.0
chr17:41771682	wtdmso	mtdmso	1	1	24	25	1.0416666666666667	1.0
chr17:41771814	wtdmso	mtdmso	6	15	18	25	0.5555555555555556	0.4116246759857116
chr17:41771840	wtdmso	mtdmso	4	5	21	35	1.3333333333333333	0.7238294780313775
chr17:41822459	wtdmso	mtdmso	6	2	4	8	6.0	0.16980233388902116
chr17:41822477	wtdmso	mtdmso	3	1	19	12	1.894736842105263	1.0
chr17:41822546	wtdmso	mtdmso	1	1	10	13	1.3	1.0
chr17:41822763	wtdmso	mtdmso	2	1	22	13	1.1818181818181819	1.0
chr17:41822822	wtdmso	mtdmso	3	1	7	13	5.571428571428571	0.27206851119894604
chr17:41822862	wtdmso	mtdmso	5	4	18	8	0.5555555555555556	0.6854675129228556
chr17:41822979	wtdmso	mtdmso	1	1	22	11	0.5	1.0
chr17:41823164	wtdmso	mtdmso	3	3	22	12	0.5454545454545454	0.6539555750082066
chr17:42125132	wtdmso	mtdmso	2	1	15	10	1.3333333333333333	1.0
chr17:42125195	wtdmso	mtdmso	7	6	20	12	0.7	0.7394522623647619
chr17:42125331	wtdmso	mtdmso	1	1	12	16	1.3333333333333333	1.0
chr17:42125396	wtdmso	mtdmso	3	2	14	12	1.2857142857142858	1.0
chr17:42125403	wtdmso	mtdmso	5	3	24	15	1.0416666666666667	1.0
chr17:42125737	wtdmso	mtdmso	2	1	20	18	1.8	1.0
chr17:42125819	wtdmso	mtdmso	3	1	31	19	1.8387096774193548	1.0
chr17:42125831	wtdmso	mtdmso	4	1	27	14	2.074074074074074	1.0
chr17:42128360	wtdmso	mtdmso	2	7	12	6	0.14285714285714285	0.04607170099160947
chr17:42128661	wtdmso	mtdmso	1	1	13	10	0.7692307692307693	1.0
chr17:42128739	wtdmso	mtdmso	1	1	14	10	0.7142857142857143	1.0
chr17:42402711	wtdmso	mtdmso	1	1	10	9	0.9	1.0
chr17:42402934	wtdmso	mtdmso	5	4	7	6	1.0714285714285714	1.0
chr17:42403289	wtdmso	mtdmso	2	2	14	11	0.7857142857142857	1.0
chr17:42403856	wtdmso	mtdmso	1	1	10	9	0.9	1.0
chr17:42998767	wtdmso	mtdmso	3	1	167	238	4.275449101796407	0.31195179129586015
chr17:42999933	wtdmso	mtdmso	11	21	161	214	0.6962437148772552	0.45631345818555114
chr17:42999990	wtdmso	mtdmso	5	5	161	228	1.4161490683229814	0.7473950417232347
chr17:43000010	wtdmso	mtdmso	9	11	159	225	1.1578044596912522	0.8177314529342667
chr17:43000077	wtdmso	mtdmso	6	7	180	243	1.1571428571428573	0.7846659865841421
chr17:43002695	wtdmso	mtdmso	6	10	164	232	0.848780487804878	0.8023300165040925
chr17:43002700	wtdmso	mtdmso	3	8	157	213	0.5087579617834395	0.3701146974094714
chr17:43002878	wtdmso	mtdmso	1	3	172	235	0.45542635658914726	0.6418689683300738
chr17:43002888	wtdmso	mtdmso	2	2	183	240	1.3114754098360655	1.0
chr17:43002907	wtdmso	mtdmso	3	5	151	223	0.8860927152317881	1.0
chr17:43014735	wtdmso	mtdmso	2	1	43	54	2.511627906976744	0.5867346938775511
chr17:43014825	wtdmso	mtdmso	3	6	42	46	0.5476190476190477	0.49760653497649704
chr17:43014852	wtdmso	mtdmso	2	6	46	51	0.3695652173913043	0.2849004460885648
chr17:43014921	wtdmso	mtdmso	2	7	36	46	0.36507936507936506	0.29510233842884814
chr17:43015004	wtdmso	mtdmso	3	4	21	35	1.25	1.0
chr17:43015563	wtdmso	mtdmso	4	3	26	35	1.794871794871795	0.6908651457155379
chr17:43015586	wtdmso	mtdmso	1	2	26	38	0.7307692307692307	1.0
chr17:43015893	wtdmso	mtdmso	2	5	23	31	0.5391304347826087	0.6894554799200625
chr17:43016064	wtdmso	mtdmso	5	4	21	35	2.0833333333333335	0.4653698917107427
chr17:44319699	wtdmso	mtdmso	1	2	10	37	1.85	0.5337244897959185
chr17:44319941	wtdmso	mtdmso	1	1	10	37	3.7	0.4022108843537415
chr17:44320205	wtdmso	mtdmso	3	1	8	37	13.875	0.031150295455832658
chr17:44320272	wtdmso	mtdmso	2	7	8	29	1.0357142857142858	1.0
chr17:44320670	wtdmso	mtdmso	1	1	9	34	3.7777777777777777	0.398989898989899
chr17:44349524	wtdmso	mtdmso	4	4	30	20	0.6666666666666666	0.7061816913202044
chr17:44350230	wtdmso	mtdmso	1	1	40	36	0.9	1.0
chr17:44350564	wtdmso	mtdmso	1	4	47	35	0.18617021276595744	0.1687722093214055
chr17:44351088	wtdmso	mtdmso	4	2	41	39	1.9024390243902438	0.6782648802492884
chr17:44351565	wtdmso	mtdmso	3	4	52	42	0.6057692307692307	0.6989923645492213
chr17:44351601	wtdmso	mtdmso	8	5	49	43	1.4040816326530612	0.7676211896555591
chr17:44351623	wtdmso	mtdmso	6	4	63	46	1.0952380952380953	1.0
chr17:44351682	wtdmso	mtdmso	2	2	54	44	0.8148148148148148	1.0
chr17:44352030	wtdmso	mtdmso	6	5	44	34	0.9272727272727272	1.0
chr17:44352109	wtdmso	mtdmso	32	20	38	30	1.263157894736842	0.5784907140866576
chr17:44352168	wtdmso	mtdmso	4	3	75	51	0.9066666666666666	1.0
chr17:44352498	wtdmso	mtdmso	3	4	79	59	0.560126582278481	0.4682369350587054
chr17:44352772	wtdmso	mtdmso	6	4	84	58	1.0357142857142858	1.0
chr17:44352785	wtdmso	mtdmso	2	1	82	53	1.2926829268292683	1.0
chr17:44352801	wtdmso	mtdmso	20	19	69	44	0.6712433257055682	0.3466288681533868
chr17:44352813	wtdmso	mtdmso	3	4	88	57	0.48579545454545453	0.43923547841325117
chr17:44352830	wtdmso	mtdmso	8	4	78	58	1.4871794871794872	0.7616071689902808
chr17:44352897	wtdmso	mtdmso	1	3	84	55	0.21825396825396826	0.30367085716201686
chr17:44353018	wtdmso	mtdmso	5	6	75	52	0.5777777777777777	0.5263480472980488
chr17:47823640	wtdmso	mtdmso	6	4	17	8	0.7058823529411765	0.7062059186642058
chr17:47823646	wtdmso	mtdmso	3	2	10	11	1.65	1.0
chr17:47823652	wtdmso	mtdmso	1	6	11	9	0.13636363636363635	0.09137866963953922
chr17:47824124	wtdmso	mtdmso	3	2	8	13	2.4375	0.6195652173913044
chr17:4796267	wtdmso	mtdmso	2	4	27	23	0.42592592592592593	0.4140601352033094
chr17:4796727	wtdmso	mtdmso	1	1	28	32	1.1428571428571428	1.0
chr17:4796776	wtdmso	mtdmso	1	1	29	22	0.7586206896551724	1.0
chr17:4796784	wtdmso	mtdmso	2	2	33	38	1.1515151515151516	1.0
chr17:4797459	wtdmso	mtdmso	6	5	26	33	1.523076923076923	0.743079819936449
chr17:4797687	wtdmso	mtdmso	14	14	23	29	1.2608695652173914	0.645715637853242
chr17:4797791	wtdmso	mtdmso	2	3	36	40	0.7407407407407407	1.0
chr17:48928652	wtdmso	mtdmso	4	2	6	14	4.666666666666667	0.16266342353298874
chr17:48928743	wtdmso	mtdmso	1	3	9	12	0.4444444444444444	0.6264822134387351
chr17:48928916	wtdmso	mtdmso	1	3	9	14	0.5185185185185185	1.0
chr17:4945703	wtdmso	mtdmso	30	31	294	277	0.9117840684660962	0.7881256223915474
chr17:4945745	wtdmso	mtdmso	1	1	276	262	0.9492753623188406	1.0
chr17:4945749	wtdmso	mtdmso	6	9	268	259	0.6442786069651741	0.44366067664394426
chr17:4945780	wtdmso	mtdmso	1	3	255	232	0.3032679738562091	0.3533681073519368
chr17:4945899	wtdmso	mtdmso	23	22	272	251	0.9647393048128342	1.0
chr17:4946632	wtdmso	mtdmso	2	4	264	242	0.4583333333333333	0.43415582195472957
chr17:4946636	wtdmso	mtdmso	1	2	271	253	0.466789667896679	0.6125247498729653
chr17:4946725	wtdmso	mtdmso	30	34	268	252	0.8296751536435469	0.5095826998737958
chr17:4946788	wtdmso	mtdmso	1	1	302	270	0.8940397350993378	1.0
chr17:4948314	wtdmso	mtdmso	26	25	270	246	0.9475555555555556	0.8839775517648363
chr17:4948348	wtdmso	mtdmso	14	12	249	230	1.0776439089692103	1.0
chr17:50072158	wtdmso	mtdmso	2	3	13	7	0.358974358974359	0.35770750988142286
chr17:50074225	wtdmso	mtdmso	4	1	25	9	1.44	1.0
chr17:50075502	wtdmso	mtdmso	1	1	27	10	0.37037037037037035	0.48987854251012153
chr17:50075628	wtdmso	mtdmso	2	2	25	9	0.36	0.5641129851656167
chr17:50076326	wtdmso	mtdmso	3	1	20	9	1.35	1.0
chr17:50076338	wtdmso	mtdmso	3	2	11	8	1.0909090909090908	1.0
chr17:50076368	wtdmso	mtdmso	10	4	19	8	1.0526315789473684	1.0
chr17:50076611	wtdmso	mtdmso	1	1	31	13	0.41935483870967744	0.5207729468599034
chr17:50077026	wtdmso	mtdmso	2	3	33	15	0.30303030303030304	0.32262077545096424
chr17:50077034	wtdmso	mtdmso	2	1	29	18	1.2413793103448276	1.0
chr17:50077424	wtdmso	mtdmso	5	2	27	15	1.3888888888888888	1.0
chr17:50078097	wtdmso	mtdmso	1	1	38	15	0.39473684210526316	0.501010101010101
chr17:50078220	wtdmso	mtdmso	10	1	26	18	6.923076923076923	0.07521477062607744
chr17:50078884	wtdmso	mtdmso	3	3	42	18	0.42857142857142855	0.3732482813326281
chr17:50079111	wtdmso	mtdmso	3	3	46	19	0.41304347826086957	0.36534395132869213
chr17:50079435	wtdmso	mtdmso	1	1	42	19	0.4523809523809524	0.5376344086021505
chr17:50079444	wtdmso	mtdmso	5	2	32	16	1.25	1.0
chr17:50079548	wtdmso	mtdmso	5	1	51	21	2.0588235294117645	0.6696769977231406
chr17:50080336	wtdmso	mtdmso	10	6	47	23	0.8156028368794326	0.7733303535300857
chr17:50080358	wtdmso	mtdmso	11	4	41	20	1.3414634146341464	0.7632903702498738
chr17:50081366	wtdmso	mtdmso	15	4	44	21	1.7897727272727273	0.40622158486221555
chr17:50087759	wtdmso	mtdmso	3	3	61	22	0.36065573770491804	0.34396658812851855
chr17:50089113	wtdmso	mtdmso	17	5	69	37	1.8231884057971015	0.325573209666161
chr17:50089232	wtdmso	mtdmso	5	2	85	48	1.411764705882353	1.0
chr17:50089244	wtdmso	mtdmso	2	1	83	32	0.7710843373493976	1.0
chr17:50089251	wtdmso	mtdmso	3	3	71	25	0.352112676056338	0.34203490521451
chr17:50089459	wtdmso	mtdmso	43	29	49	18	0.5446868402533427	0.10860199744593779
chr17:50089524	wtdmso	mtdmso	82	45	13	5	0.7008547008547008	0.6049110978381138
chr17:50089644	wtdmso	mtdmso	13	4	81	32	1.2839506172839505	0.7790689090382658
chr17:50089695	wtdmso	mtdmso	58	25	60	34	1.3146666666666667	0.4272909492290431
chr17:50089709	wtdmso	mtdmso	3	2	122	56	0.6885245901639344	0.6527293743257199
chr17:50089716	wtdmso	mtdmso	7	2	108	54	1.75	0.7195486013674484
chr17:50089818	wtdmso	mtdmso	35	21	94	40	0.7092198581560284	0.31162174127037107
chr17:50089849	wtdmso	mtdmso	12	6	121	55	0.9090909090909091	1.0
chr17:50089862	wtdmso	mtdmso	22	12	111	46	0.7597597597597597	0.5389101096834934
chr17:50089917	wtdmso	mtdmso	57	26	71	36	1.1115926327193932	0.757406508541785
chr17:50089922	wtdmso	mtdmso	56	28	89	36	0.8089887640449438	0.5412722694517884
chr17:50089948	wtdmso	mtdmso	5	2	147	67	1.1394557823129252	1.0
chr17:50089954	wtdmso	mtdmso	23	13	127	56	0.7801332525741974	0.5578488223725182
chr17:50090025	wtdmso	mtdmso	33	15	107	56	1.1514018691588785	0.7313271048902049
chr17:50090036	wtdmso	mtdmso	72	34	80	37	0.9794117647058823	1.0
chr17:50090040	wtdmso	mtdmso	12	7	108	45	0.7142857142857143	0.5971939987786719
chr17:50090117	wtdmso	mtdmso	6	2	147	63	1.2857142857142858	1.0
chr17:50090127	wtdmso	mtdmso	7	4	149	60	0.7046979865771812	0.7340154284388531
chr17:50090193	wtdmso	mtdmso	1	1	147	64	0.43537414965986393	0.5182035609885729
chr17:50090204	wtdmso	mtdmso	7	4	142	58	0.7147887323943662	0.7346290742830712
chr17:50090343	wtdmso	mtdmso	1	2	123	54	0.21951219512195122	0.22877827296884481
chr17:5024502	wtdmso	mtdmso	2	1	8	9	2.25	1.0
chr17:50381553	wtdmso	mtdmso	6	5	9	8	1.0666666666666667	1.0
chr17:50381577	wtdmso	mtdmso	1	3	15	11	0.24444444444444444	0.3154533844189017
chr17:50381590	wtdmso	mtdmso	6	3	7	9	2.5714285714285716	0.4109839816933638
chr17:50381689	wtdmso	mtdmso	1	1	14	13	0.9285714285714286	1.0
chr17:50381908	wtdmso	mtdmso	3	3	12	11	0.9166666666666666	1.0
chr17:50382001	wtdmso	mtdmso	2	2	14	12	0.8571428571428571	1.0
chr17:50382082	wtdmso	mtdmso	1	2	13	10	0.38461538461538464	0.5800000000000001
chr17:50382233	wtdmso	mtdmso	1	1	11	13	1.1818181818181819	1.0
chr17:50382272	wtdmso	mtdmso	6	5	10	8	0.96	1.0
chr17:50382347	wtdmso	mtdmso	1	1	14	12	0.8571428571428571	1.0
chr17:50382440	wtdmso	mtdmso	1	2	13	12	0.46153846153846156	1.0
chr17:50382495	wtdmso	mtdmso	1	1	11	10	0.9090909090909091	1.0
chr17:50382572	wtdmso	mtdmso	2	2	13	12	0.9230769230769231	1.0
chr17:50382837	wtdmso	mtdmso	7	9	4	8	1.5555555555555556	0.70465293668955
chr17:50383069	wtdmso	mtdmso	1	4	11	11	0.25	0.3418803418803419
chr17:50385235	wtdmso	mtdmso	1	5	10	10	0.2	0.1973244147157191
chr17:51155651	wtdmso	mtdmso	1	1	11	16	1.4545454545454546	1.0
chr17:51160002	wtdmso	mtdmso	1	1	19	14	0.7368421052631579	1.0
chr17:51161729	wtdmso	mtdmso	5	2	18	17	2.361111111111111	0.4275074793367477
chr17:51161799	wtdmso	mtdmso	7	3	15	16	2.488888888888889	0.2918716089447797
chr17:51161828	wtdmso	mtdmso	3	7	9	12	0.5714285714285714	0.6971886265304071
chr17:51161937	wtdmso	mtdmso	1	4	9	15	0.4166666666666667	0.6328154604016673
chr17:51166827	wtdmso	mtdmso	6	1	127	120	5.669291338582677	0.12275317330787663
chr17:51168252	wtdmso	mtdmso	13	12	166	140	0.9136546184738956	0.8378708500205649
chr17:51168320	wtdmso	mtdmso	53	55	149	107	0.6920073215375229	0.13325771389247554
chr17:51169963	wtdmso	mtdmso	10	6	188	158	1.400709219858156	0.6127083635958916
chr17:51169987	wtdmso	mtdmso	2	3	198	156	0.5252525252525253	0.6585882754965392
chr17:51170027	wtdmso	mtdmso	9	11	190	162	0.6976076555023923	0.4936958971778892
chr17:51171488	wtdmso	mtdmso	6	4	207	173	1.2536231884057971	1.0
chr17:51171558	wtdmso	mtdmso	30	33	179	142	0.7211782630777044	0.2689903633795133
chr17:51171566	wtdmso	mtdmso	3	2	208	173	1.2475961538461537	1.0
chr17:51171587	wtdmso	mtdmso	45	23	151	139	1.8010365678088107	0.04215369606142875
chr17:51171611	wtdmso	mtdmso	10	7	130	119	1.3076923076923077	0.6262564073731487
chr17:51171654	wtdmso	mtdmso	11	8	145	125	1.1853448275862069	0.8142131415129265
chr17:51171675	wtdmso	mtdmso	15	10	161	144	1.3416149068322982	0.5368968054861941
chr17:5432963	wtdmso	mtdmso	5	3	45	41	1.5185185185185186	0.7191444333223211
chr17:5433042	wtdmso	mtdmso	2	2	47	35	0.7446808510638298	1.0
chr17:5433153	wtdmso	mtdmso	2	3	48	41	0.5694444444444444	0.6622106735203928
chr17:5433296	wtdmso	mtdmso	9	8	36	31	0.96875	1.0
chr17:5433690	wtdmso	mtdmso	12	7	35	36	1.763265306122449	0.31291479852759035
chr17:5433757	wtdmso	mtdmso	2	2	45	39	0.8666666666666667	1.0
chr17:5433761	wtdmso	mtdmso	21	22	27	18	0.6363636363636364	0.39193154856237056
chr17:5434878	wtdmso	mtdmso	1	3	49	40	0.272108843537415	0.3324822286954124
