site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue	chrom	genome_pos	transcript_id	gene_ids	gene_name	mod_ratio_cond1	mod_ratio_cond2	delta_modratio	delta_prob
chr16:56627105	wtdmso	wtcsc	7	33	71	125	0.3734528382415706	0.0261890340685835	chr16	56627105	ENST00000306061.10	ENSG00000125148.7	MT2A	0.08974358974358974	0.2088607594936709	0.11911716975008114	0.1716805327898742
chr16:56627105	wtdmso	wtcsc	7	33	71	125	0.3734528382415706	0.0261890340685835	chr16	56627105	ENST00000306061.10	ENSG00000169715.15	MT1E	0.08974358974358974	0.2088607594936709	0.11911716975008114	0.1716805327898742
chr16:58708001	wtdmso	wtcsc	7	22	29	28	0.3072100313479624	0.0215131758874056	chr16	58708001	ENST00000245206.10,flairiso37207-1	ENSG00000125166.13	GOT2	0.19444444444444445	0.44	0.24555555555555555	0.2204859459142125
chr16:58709419	wtdmso	wtcsc	21	17	14	31	2.735294117647059	0.0439756201959856	chr16	58709419	ENST00000245206.10,flairiso37207-1	ENSG00000125166.13	GOT2	0.6	0.3541666666666667	-0.2458333333333333	-0.1036192029605433
chr16:70252653	wtdmso	wtcsc	4	21	28	40	0.272108843537415	0.0275587927207722	chr16	70252653	ENST00000261772.12	ENSG00000090861.15	AARS1	0.125	0.3442622950819672	0.2192622950819672	0.1184427740560784
chr16:70252724	wtdmso	wtcsc	4	19	28	40	0.3007518796992481	0.0456285324959009	chr16	70252724	ENST00000261772.12	ENSG00000090861.15	AARS1	0.125	0.3220338983050847	0.19703389830508472	0.3307378891676543
chr16:87831267	wtdmso	wtcsc	39	99	61	71	0.4585196224540487	0.0025254807534643	chr16	87831267	ENST00000261622.5,flairiso44914-1	ENSG00000103257.9	SLC7A5	0.39	0.5823529411764706	0.19235294117647062	0.1496958148850111
chr17:39997528	wtdmso	wtcsc	2	7	27	14	0.1481481481481481	0.0253129128900916	chr17	39997528	ENST00000264639.9,flairiso38176-1	ENSG00000108344.15	PSMD3	0.06896551724137931	0.3333333333333333	0.26436781609195403	0.1037808278242463
chr17:39997731	wtdmso	wtcsc	2	5	25	9	0.144	0.0350154390590847	chr17	39997731	ENST00000264639.9,flairiso38176-1	ENSG00000108344.15	PSMD3	0.07407407407407407	0.35714285714285715	0.2830687830687831	0.1385475378104147
chr17:40019226	wtdmso	wtcsc	10	31	34	32	0.3036053130929791	0.0082642776010684	chr17	40019226	flairiso38180-1,flairiso44961-1,flairiso44962-1	ENSG00000008838.20	MED24	0.22727272727272727	0.49206349206349204	0.2647907647907648	0.2973895773625399
chr17:40019372	wtdmso	wtcsc	5	17	34	32	0.2768166089965398	0.0253534306926361	chr17	40019372	flairiso38180-1,flairiso44961-1,flairiso44962-1	ENSG00000008838.20	MED24	0.1282051282051282	0.3469387755102041	0.21873364730507588	0.2802862489062304
chr17:41624156	wtdmso	wtcsc	43	96	76	85	0.5009594298245614	0.0045535128590333	chr17	41624156	ENST00000311208.13,flairiso44974-1,flairiso44976-1	ENSG00000128422.17	KRT17	0.36134453781512604	0.5303867403314917	0.16904220251636565	0.2733229584680435
chr17:41624240	wtdmso	wtcsc	26	20	97	162	2.1711340206185565	0.0216748042167735	chr17	41624240	ENST00000311208.13,flairiso44974-1,flairiso44976-1	ENSG00000128422.17	KRT17	0.21138211382113822	0.10989010989010989	-0.10149200393102834	-0.2596470188471373
chr17:41754815	wtdmso	wtcsc	2	11	62	53	0.1554252199413489	0.0162715143846878	chr17	41754815	ENST00000310706.9,ENST00000393931.8,flairiso38312-1,flairiso38313-1,flairiso38314-1,flairiso38315-1,flairiso44977-1	ENSG00000173801.17	JUP	0.03125	0.171875	0.140625	0.2784251459785351
chr17:42128360	wtdmso	wtcsc	2	9	12	6	0.1111111111111111	0.0209395302348825	chr17	42128360	ENST00000346213.8	ENSG00000108774.14	RAB5C	0.14285714285714285	0.6	0.45714285714285713	0.1935208865538588
chr17:42128360	wtdmso	wtcsc	2	9	12	6	0.1111111111111111	0.0209395302348825	chr17	42128360	ENST00000346213.8	ENSG00000267261.5	AC099811.2	0.14285714285714285	0.6	0.45714285714285713	0.1935208865538588
chr17:43014921	wtdmso	wtcsc	2	18	36	62	0.191358024691358	0.0194021035835634	chr17	43014921	ENST00000355653.8,ENST00000587173.5-0,flairiso38383-1	ENSG00000108828.16	VAT1	0.05263157894736842	0.225	0.1723684210526316	0.3076161171418708
chr17:43015563	wtdmso	wtcsc	4	19	26	30	0.242914979757085	0.0212246659506305	chr17	43015563	ENST00000355653.8,ENST00000587173.5-0,flairiso38383-1	ENSG00000108828.16	VAT1	0.13333333333333333	0.3877551020408163	0.254421768707483	0.2741641672185066
chr17:50089862	wtdmso	wtcsc	22	48	111	130	0.5367867867867868	0.0390797550152576	chr17	50089862	ENST00000320031.13,ENST00000506437.1	ENSG00000005884.18	ITGA3	0.16541353383458646	0.2696629213483146	0.10424938751372814	0.3111649168259359
chr17:5433153	wtdmso	wtcsc	2	9	48	35	0.162037037037037	0.0215738104005252	chr17	5433153	ENST00000225698.8	ENSG00000108561.8	C1QBP	0.04	0.20454545454545456	0.16454545454545455	0.2304198965652914
chr17:64500695	wtdmso	wtcsc	3	21	20	20	0.1428571428571428	0.0029561543990882	chr17	64500695	ENST00000225792.10,flairiso38600-1	ENSG00000108654.15	DDX5	0.13043478260869565	0.5121951219512195	0.38176033934252385	0.4554261443607995
chr17:7311852	wtdmso	wtcsc	1	10	42	51	0.1214285714285714	0.0244363434334751	chr17	7311852	ENST00000336458.13,ENST00000419711.6	ENSG00000132507.18	EIF5A	0.023255813953488372	0.16393442622950818	0.1406786122760198	0.1788997006514338
chr17:75778531	wtdmso	wtcsc	8	25	77	95	0.3948051948051948	0.033762098542893	chr17	75778531	ENST00000254810.8,ENST00000589599.5-0,flairiso38743-1	ENSG00000132475.10	H3-3B	0.09411764705882353	0.20833333333333334	0.11421568627450981	0.1632015574479421
chr17:75779164	wtdmso	wtcsc	9	36	62	77	0.3104838709677419	0.0044552040365551	chr17	75779164	ENST00000254810.8,flairiso38743-1	ENSG00000132475.10	H3-3B	0.1267605633802817	0.3185840707964602	0.19182350741617848	0.2111338891559347
chr17:7578633	wtdmso	wtcsc	6	21	35	33	0.2693877551020408	0.0115961225396457	chr17	7578633	flairiso37714-1,flairiso37722-1,flairiso37726-2,flairiso37734-1,flairiso37736-1	ENSG00000161960.15	EIF4A1	0.14634146341463414	0.3888888888888889	0.24254742547425476	0.2699319104222664
chr17:7578633	wtdmso	wtcsc	6	21	35	33	0.2693877551020408	0.0115961225396457	chr17	7578633	flairiso37714-1,flairiso37722-1,flairiso37726-2,flairiso37734-1,flairiso37736-1	ENSG00000277957.1	SENP3-EIF4A1	0.14634146341463414	0.3888888888888889	0.24254742547425476	0.2699319104222664
chr17:81510524	wtdmso	wtcsc	67	166	240	336	0.5650602409638554	0.0005810598081321	chr17	81510524	ENST00000573283.7,ENST00000574671.5,ENST00000575087.5,ENST00000575842.5,ENST00000576209.5,ENST00000576917.5,ENST00000644774.1-0,flairiso38834-1,flairiso38836-1,flairiso38840-1,flairiso38841-1,flairiso38842-1,flairiso38851-1	ENSG00000184009.12	ACTG1	0.2182410423452769	0.33067729083665337	0.11243624849137648	0.144565483809852
chr17:81512113	wtdmso	wtcsc	17	54	150	210	0.4407407407407407	0.0050594721757025	chr17	81512113	ENST00000573283.7,ENST00000575087.5,ENST00000575842.5,ENST00000576917.5,ENST00000644774.1-0,flairiso38842-1,flairiso38851-1	ENSG00000184009.12	ACTG1	0.10179640718562874	0.20454545454545456	0.10274904735982582	0.1103491467874253
chr17:81845672	wtdmso	wtcsc	13	9	28	56	2.888888888888889	0.0473444467127509	chr17	81845672	ENST00000331483.9,flairiso38872-1,flairiso38876-1,flairiso38884-1	ENSG00000185624.15	P4HB	0.3170731707317073	0.13846153846153847	-0.17861163227016885	-0.2910328060651194
chr17:81868258	wtdmso	wtcsc	1	11	31	28	0.0821114369501466	0.0086392393246424	chr17	81868258	ENST00000269321.12,flairiso38891-1	ENSG00000141522.12	ARHGDIA	0.03125	0.28205128205128205	0.25080128205128205	0.6952695698942924
chr18:23943829	wtdmso	wtcsc	21	82	101	167	0.4234484424052161	0.001339558624604	chr18	23943829	ENST00000269217.10,ENST00000269217.10-0,flairiso45002-1,flairiso45003-1	ENSG00000053747.16	LAMA3	0.1721311475409836	0.3293172690763052	0.1571861215353216	0.1770572813441126
chr18:46098239	wtdmso	wtcsc	1	8	33	21	0.0795454545454545	0.0088052189558408	chr18	46098239	ENST00000398752.11,ENST00000398752.11-0,flairiso39140-1	ENSG00000152234.16	ATP5F1A	0.029411764705882353	0.27586206896551724	0.24645030425963488	0.2583736979474555
chr18:63504717	wtdmso	wtcsc	2	8	99	51	0.1287878787878787	0.0055100801871415	chr18	63504717	ENST00000382771.9,flairiso39249-1,flairiso39250-1,flairiso39251-1,flairiso39253-1,flairiso39254-1	ENSG00000206075.14	SERPINB5	0.019801980198019802	0.13559322033898305	0.11579124014096324	0.1806653156617677
chr18:63504866	wtdmso	wtcsc	15	18	85	43	0.4215686274509804	0.0429566524444947	chr18	63504866	ENST00000382771.9,flairiso39249-1,flairiso39250-1,flairiso39251-1,flairiso39253-1,flairiso39254-1	ENSG00000206075.14	SERPINB5	0.15	0.29508196721311475	0.14508196721311475	0.1309550845595463
chr19:1038979	wtdmso	wtcsc	2	15	26	38	0.1948717948717948	0.0422402535298644	chr19	1038979	ENST00000263097.9,ENST00000348419.7,ENST00000562958.6,ENST00000565096.6,flairiso39318-1	ENSG00000064666.15	CNN2	0.07142857142857142	0.2830188679245283	0.21159029649595687	0.2880658991074525
chr19:1106255	wtdmso	wtcsc	26	65	63	77	0.4888888888888889	0.013113935161757	chr19	1106255	ENST00000354171.13,ENST00000588919.5,ENST00000616066.4,ENST00000622390.4,flairiso39327-1,flairiso39333-1,flairiso39337-1,flairiso39342-1	ENSG00000167468.17	GPX4	0.29213483146067415	0.45774647887323944	0.1656116474125653	0.2539868405296088
chr19:1106552	wtdmso	wtcsc	3	16	54	69	0.2395833333333333	0.0233470555361195	chr19	1106552	ENST00000354171.13,ENST00000616066.4,flairiso39333-1	ENSG00000167468.17	GPX4	0.05263157894736842	0.18823529411764706	0.13560371517027864	0.1458383436084155
chr19:12730811	wtdmso	wtcsc	3	18	8	1	0.0208333333333333	0.0002229654403567	chr19	12730811	ENST00000242784.5	ENSG00000123144.11	TRIR	0.2727272727272727	0.9473684210526315	0.6746411483253588	0.272234559415729
chr19:12944001	wtdmso	wtcsc	12	71	57	82	0.2431430689399555	2.5258069653923296e-05	chr19	12944001	ENST00000316448.9,flairiso39701-1,flairiso39702-1,flairiso39703-1,flairiso39704-1,flairiso39707-1,flairiso39708-1,flairiso39710-1,flairiso39712-1	ENSG00000179218.13	CALR	0.17391304347826086	0.46405228758169936	0.2901392441034385	0.3652869549993985
chr19:12944109	wtdmso	wtcsc	5	32	49	89	0.2838010204081632	0.0094402620786068	chr19	12944109	ENST00000316448.9,flairiso39701-1,flairiso39703-1,flairiso39704-1,flairiso39707-1,flairiso39708-1,flairiso39710-1,flairiso39712-1	ENSG00000179218.13	CALR	0.09259259259259259	0.2644628099173554	0.1718702173247628	0.1756145542132797
chr19:12944449	wtdmso	wtcsc	19	53	72	103	0.5128406708595388	0.0303701167157795	chr19	12944449	ENST00000316448.9,flairiso39701-1,flairiso39702-1,flairiso39703-1,flairiso39704-1,flairiso39707-1,flairiso39708-1,flairiso39709-1,flairiso39710-1,flairiso39712-1,flairiso39713-1	ENSG00000179218.13	CALR	0.2087912087912088	0.33974358974358976	0.13095238095238096	0.2295756147879433
chr19:17521048	wtdmso	wtcsc	1	9	49	55	0.1247165532879818	0.0408687364004057	chr19	17521048	ENST00000252603.7,flairiso39835-1	ENSG00000130313.7	PGLS	0.02	0.140625	0.120625	0.1920632546389176
chr19:18575228	wtdmso	wtcsc	43	77	195	197	0.5641691641691642	0.008817882855201	chr19	18575228	ENST00000430157.6,ENST00000442744.7,ENST00000595683.5,ENST00000596273.5,ENST00000598780.5-0,ENST00000599551.5,flairiso39923-1,flairiso39930-1,flairiso39933-1	ENSG00000221983.8	UBA52	0.18067226890756302	0.28102189781021897	0.10034962890265595	0.1370946197397826
chr19:2037565	wtdmso	wtcsc	11	37	26	29	0.3316008316008316	0.0134605586365886	chr19	2037565	ENST00000309340.11,flairiso45030-1,flairiso45031-1	ENSG00000099875.14	MKNK2	0.2972972972972973	0.5606060606060606	0.26330876330876324	0.1782280496639435
chr19:2273170	wtdmso	wtcsc	5	20	57	55	0.2412280701754386	0.0069077460629465	chr19	2273170	ENST00000602676.6,flairiso39416-1,flairiso39427-1,flairiso39428-1,flairiso45032-1	ENSG00000104904.12	OAZ1	0.08064516129032258	0.26666666666666666	0.1860215053763441	0.2458203564411654
chr19:34393285	wtdmso	wtcsc	10	7	22	56	3.636363636363636	0.0230097282860782	chr19	34393285	ENST00000356487.11,flairiso45064-1	ENSG00000105220.17	GPI	0.3125	0.1111111111111111	-0.2013888888888889	-0.171630700597561
chr19:35158359	wtdmso	wtcsc	7	23	36	42	0.3550724637681159	0.0471780608223232	chr19	35158359	ENST00000342879.7,ENST00000392219.7,ENST00000423817.7,ENST00000541435.6	ENSG00000089327.15	FXYD5	0.16279069767441862	0.35384615384615387	0.19105545617173525	0.289698180194923
chr19:35546985	wtdmso	wtcsc	1	8	36	32	0.1111111111111111	0.0296774156111869	chr19	35546985	ENST00000222284.10,flairiso40150-1	ENSG00000105677.12	TMEM147	0.02702702702702703	0.2	0.17297297297297298	0.2852136648245143
chr19:38376354	wtdmso	wtcsc	1	9	40	53	0.1472222222222222	0.0484413518566083	chr19	38376354	ENST00000215071.8,ENST00000215071.8-0	ENSG00000099341.11	PSMD8	0.024390243902439025	0.14516129032258066	0.12077104642014164	0.2732071567227441
chr19:38729842	wtdmso	wtcsc	1	10	20	18	0.09	0.0143600698947972	chr19	38729842	ENST00000252699.7	ENSG00000130402.12	ACTN4	0.047619047619047616	0.35714285714285715	0.30952380952380953	0.4890216531683569
chr19:3979865	wtdmso	wtcsc	22	77	250	305	0.3485714285714286	2.10656146174481e-05	chr19	3979865	ENST00000309311.7,flairiso45036-1,flairiso45038-1,flairiso45039-1,flairiso45040-1,flairiso45041-1,flairiso45043-1	ENSG00000167658.16	EEF2	0.08088235294117647	0.20157068062827224	0.12068832768709577	0.1754010924148396
chr19:3983198	wtdmso	wtcsc	31	80	127	187	0.5705708661417322	0.0221500917984603	chr19	3983198	ENST00000309311.7,flairiso45036-1,flairiso45038-1,flairiso45041-1	ENSG00000167658.16	EEF2	0.1962025316455696	0.299625468164794	0.1034229365192244	0.1636563476481881
chr19:4657601	wtdmso	wtcsc	12	41	24	35	0.4268292682926829	0.0456456799693959	chr19	4657601	ENST00000262947.8,flairiso39457-1	ENSG00000074842.8	MYDGF	0.3333333333333333	0.5394736842105263	0.206140350877193	0.1655096493215503
chr19:46787942	wtdmso	wtcsc	12	6	24	43	3.583333333333333	0.0301958427806178	chr19	46787942	ENST00000542575.6	ENSG00000105281.12	SLC1A5	0.3333333333333333	0.12244897959183673	-0.21088435374149658	-0.4187163292439328
chr19:47736507	wtdmso	wtcsc	1	4	21	8	0.0952380952380952	0.0419829222011385	chr19	47736507	ENST00000263277.8	ENSG00000024422.12	EHD2	0.045454545454545456	0.3333333333333333	0.28787878787878785	0.1565103223668294
chr19:47742746	wtdmso	wtcsc	37	47	23	9	0.3080481036077706	0.0119537247742063	chr19	47742746	ENST00000263277.8,ENST00000538399.1-0	ENSG00000024422.12	EHD2	0.6166666666666667	0.8392857142857143	0.2226190476190476	0.1522208895441118
chr19:48383112	wtdmso	wtcsc	16	32	88	82	0.4659090909090909	0.0328166683271149	chr19	48383112	ENST00000330720.7,ENST00000597017.5,flairiso40565-1,flairiso40566-1,flairiso40568-1,flairiso40569-1	ENSG00000105438.9	KDELR1	0.15384615384615385	0.2807017543859649	0.12685560053981104	0.172939378223999
chr19:5691653	wtdmso	wtcsc	31	71	136	157	0.5040389395194698	0.0051953362198591	chr19	5691653	ENST00000347512.8,ENST00000394580.2,flairiso39472-1,flairiso39473-1,flairiso39477-1,flairiso39483-1,flairiso39489-1	ENSG00000130255.13	RPL36	0.18562874251497005	0.31140350877192985	0.1257747662569598	0.1703464924050389
chr19:580744	wtdmso	wtcsc	26	56	72	65	0.4191468253968254	0.0031705978532671	chr19	580744	ENST00000353555.8,flairiso39295-1	ENSG00000172270.20	BSG	0.2653061224489796	0.4628099173553719	0.1975037949063923	0.2556656954460781
chr19:58550631	wtdmso	wtcsc	2	13	37	46	0.1912681912681912	0.0244233498249721	chr19	58550631	ENST00000253024.10	ENSG00000130726.12	TRIM28	0.05128205128205128	0.22033898305084745	0.16905693176879616	0.2348739274331114
chr19:8374163	wtdmso	wtcsc	6	27	7	5	0.1587301587301587	0.0216037855085425	chr19	8374163	ENST00000301455.7	ENSG00000167772.12	ANGPTL4	0.46153846153846156	0.84375	0.38221153846153844	0.5269602970243354
chr19:9828871	wtdmso	wtcsc	1	4	31	12	0.0967741935483871	0.0365636008559227	chr19	9828871	ENST00000586895.5	ENSG00000198258.10	UBL5	0.03125	0.25	0.21875	0.1472685389365714
chr1:10399669	wtdmso	wtcsc	2	16	9	9	0.125	0.0274908628634991	chr1	10399669	ENST00000270776.13	ENSG00000142657.21	PGD	0.18181818181818182	0.64	0.4581818181818182	0.7396358577223123
chr1:111456102	wtdmso	wtcsc	5	9	18	6	0.1851851851851851	0.0369702818044112	chr1	111456102	ENST00000369722.8	ENSG00000116459.11	ATP5PB	0.21739130434782608	0.6	0.3826086956521739	-0.2150140637400167
chr1:112701413	wtdmso	wtcsc	7	37	21	19	0.1711711711711711	0.0004864094676348	chr1	112701413	ENST00000339083.11,ENST00000369642.7	ENSG00000155366.16	RHOC	0.25	0.6607142857142857	0.4107142857142857	0.3199684439381166
chr1:116404702	wtdmso	wtcsc	2	12	36	44	0.2037037037037037	0.0391121206522726	chr1	116404702	ENST00000295598.10	ENSG00000163399.16	ATP1A1	0.05263157894736842	0.21428571428571427	0.16165413533834586	0.1298884814185543
chr1:11648760	wtdmso	wtcsc	3	7	48	25	0.2232142857142857	0.0401990696013507	chr1	11648760	ENST00000354287.5	ENSG00000116661.11	FBXO2	0.058823529411764705	0.21875	0.15992647058823528	0.188327189923291
chr1:153614508	wtdmso	wtcsc	6	48	146	292	0.25	0.0005116800928468	chr1	153614508	ENST00000344616.4,ENST00000368701.5,ENST00000368702.5,ENST00000476873.5,flairiso20858-1,flairiso20861-1,flairiso20866-1,flairiso20870-1,flairiso20872-1,flairiso20874-1,flairiso20877-1,flairiso20883-1,flairiso20889-1,flairiso20893-1	ENSG00000189334.9	S100A14	0.039473684210526314	0.1411764705882353	0.10170278637770898	0.1522508942299796
chr1:154962839	wtdmso	wtcsc	20	26	54	25	0.3561253561253561	0.0082916743785012	chr1	154962839	ENST00000368445.9,ENST00000368450.5,ENST00000368453.8,ENST00000448116.6	ENSG00000160691.18	SHC1	0.2702702702702703	0.5098039215686274	0.23953365129835713	0.2703753903546285
chr1:155062582	wtdmso	wtcsc	2	12	23	17	0.1231884057971014	0.0060423026309921	chr1	155062582	ENST00000271836.10,ENST00000355956.6,flairiso44238-1	ENSG00000143537.13	ADAM15	0.08	0.41379310344827586	0.33379310344827584	0.1482463759269549
chr1:15784715	wtdmso	wtcsc	1	21	10	17	0.0809523809523809	0.0134334357448577	chr1	15784715	ENST00000375766.8	ENSG00000162458.13	FBLIM1	0.09090909090909091	0.5526315789473685	0.46172248803827753	0.6973123439188528
chr1:167541058	wtdmso	wtcsc	9	37	25	40	0.3891891891891892	0.038326894812809	chr1	167541058	ENST00000370509.5,flairiso21242-1,flairiso21244-1	ENSG00000143162.9	CREG1	0.2647058823529412	0.4805194805194805	0.21581359816653933	0.3407741524288866
chr1:173864702	wtdmso	wtcsc	10	31	89	99	0.3588256614715476	0.0086772388781746	chr1	173864702	ENST00000448718.5,ENST00000450589.5,flairiso21285-1,flairiso21291-1,flairiso21344-1	ENSG00000234741.8	GAS5	0.10101010101010101	0.23846153846153847	0.13745143745143745	0.3044046227127545
chr1:183243146	wtdmso	wtcsc	6	29	115	152	0.2734632683658171	0.0030675497008854	chr1	183243146	ENST00000264144.5,flairiso21389-1,flairiso21392-1,flairiso21393-1,flairiso44246-1	ENSG00000058085.15	LAMC2	0.049586776859504134	0.16022099447513813	0.110634217615634	0.250298870089174
chr1:183243777	wtdmso	wtcsc	23	82	204	282	0.3877331420373027	9.887844138065935e-05	chr1	183243777	ENST00000264144.5,flairiso21389-1,flairiso21392-1,flairiso21393-1,flairiso44246-1	ENSG00000058085.15	LAMC2	0.1013215859030837	0.22527472527472528	0.12395313937164158	0.1943620893136185
chr1:183243796	wtdmso	wtcsc	49	128	179	255	0.5453474162011173	0.0017040112863451	chr1	183243796	ENST00000264144.5,flairiso21389-1,flairiso21392-1,flairiso21393-1,flairiso44246-1	ENSG00000058085.15	LAMC2	0.2149122807017544	0.3342036553524804	0.11929137465072603	0.1726827965913531
chr1:201332698	wtdmso	wtcsc	1	7	26	14	0.0769230769230769	0.0147426522621125	chr1	201332698	ENST00000367324.7	ENSG00000081277.12	PKP1	0.037037037037037035	0.3333333333333333	0.2962962962962963	0.515424657738133
chr1:20655505	wtdmso	wtcsc	10	5	11	23	4.181818181818182	0.0327959569822448	chr1	20655505	ENST00000375048.7-0,ENST00000415136.6	ENSG00000244038.9	DDOST	0.47619047619047616	0.17857142857142858	-0.29761904761904756	-0.4183103579196288
chr1:209429217	wtdmso	wtcsc	19	25	66	40	0.4606060606060606	0.0459254080191371	chr1	209429217	ENST00000429156.6,ENST00000431096.5,ENST00000451937.6,ENST00000670788.1,flairiso21511-1	ENSG00000230937.12	MIR205HG	0.2235294117647059	0.38461538461538464	0.16108597285067874	0.1084780286098058
chr1:209614946	wtdmso	wtcsc	76	290	431	853	0.5186654932394592	1.862174979498732e-06	chr1	209614946	ENST00000356082.9,ENST00000391911.5,flairiso21550-1,flairiso44253-1,flairiso44254-1,flairiso44255-1	ENSG00000196878.15	LAMB3	0.14990138067061143	0.2537182852143482	0.10381690454373677	0.2601220666975944
chr1:209625851	wtdmso	wtcsc	3	53	54	197	0.2064989517819706	0.0038306181177361	chr1	209625851	ENST00000356082.9,ENST00000391911.5,flairiso21550-1,flairiso44255-1	ENSG00000196878.15	LAMB3	0.05263157894736842	0.212	0.15936842105263158	0.421696664095388
chr1:209627572	wtdmso	wtcsc	6	66	51	213	0.3796791443850267	0.0325016147827054	chr1	209627572	ENST00000356082.9,ENST00000391911.5,flairiso21550-1,flairiso44255-1	ENSG00000196878.15	LAMB3	0.10526315789473684	0.23655913978494625	0.1312959818902094	0.251508401187803
chr1:226065759	wtdmso	wtcsc	4	15	34	36	0.2823529411764706	0.0381313077569556	chr1	226065759	ENST00000366815.9,flairiso21680-1,flairiso21682-1	ENSG00000163041.12	H3-3A	0.10526315789473684	0.29411764705882354	0.1888544891640867	0.2193622580917451
chr1:26863645	wtdmso	wtcsc	3	15	45	61	0.2711111111111111	0.0403486400336664	chr1	26863645	flairiso19421-1,flairiso19423-1			0.0625	0.19736842105263158	0.13486842105263158	0.1361319300136346
chr1:26863843	wtdmso	wtcsc	10	34	57	53	0.2734778121775025	0.0011313036831673	chr1	26863843	flairiso19417-1,flairiso19418-1,flairiso19421-1,flairiso19423-1			0.14925373134328357	0.39080459770114945	0.24155086635786588	0.3849361605833656
chr1:26864302	wtdmso	wtcsc	18	44	66	72	0.4462809917355372	0.0136592745577962	chr1	26864302	flairiso19417-1,flairiso19418-1,flairiso19421-1,flairiso19423-1			0.21428571428571427	0.3793103448275862	0.16502463054187191	0.128207838758514
chr1:31434326	wtdmso	wtcsc	9	29	87	108	0.3852556480380499	0.0189582613543142	chr1	31434326	ENST00000373709.8,ENST00000536384.2,flairiso19504-1,flairiso19511-1,flairiso44201-1,flairiso44202-1	ENSG00000168528.12	SERINC2	0.09375	0.2116788321167883	0.11792883211678831	0.1275093449763716
chr1:32224118	wtdmso	wtcsc	2	13	49	50	0.1569858712715855	0.0108891635485008	chr1	32224118	ENST00000373586.1,flairiso19528-1,flairiso44204-1	ENSG00000084623.11	EIF3I	0.0392156862745098	0.20634920634920634	0.16713352007469653	0.190267810562582
chr1:32228749	wtdmso	wtcsc	9	32	46	45	0.2751358695652174	0.0022489270389183	chr1	32228749	ENST00000373586.1,flairiso19528-1,flairiso19535-1,flairiso44204-1	ENSG00000084623.11	EIF3I	0.16363636363636364	0.4155844155844156	0.251948051948052	0.1478274890211576
chr1:39563856	wtdmso	wtcsc	4	8	25	8	0.16	0.0140039116997545	chr1	39563856	ENST00000372857.7,ENST00000372858.8	ENSG00000090621.14	PABPC4	0.13793103448275862	0.5	0.3620689655172414	0.117792028323583
chr1:8865292	wtdmso	wtcsc	10	42	190	233	0.2919799498746867	0.0003108777017037	chr1	8865292	ENST00000234590.10,ENST00000464920.2,flairiso19128-1,flairiso19130-1,flairiso19132-1,flairiso19133-1,flairiso19139-1,flairiso19140-1,flairiso19142-1,flairiso19148-1	ENSG00000074800.16	ENO1	0.05	0.15272727272727274	0.10272727272727274	0.1534849825992878
chr1:92836321	wtdmso	wtcsc	37	97	161	240	0.5686111288979958	0.0097751774451462	chr1	92836321	ENST00000370321.8,flairiso20154-1,flairiso20157-1,flairiso20158-1,flairiso20166-1,flairiso20168-1,flairiso20171-1	ENSG00000122406.14	RPL5	0.18686868686868688	0.2878338278931751	0.1009651410244882	0.1258890676999129
chr1:9729233	wtdmso	wtcsc	5	15	29	25	0.2873563218390804	0.036498758272553	chr1	9729233	ENST00000361311.4,flairiso44184-1	ENSG00000171603.18	CLSTN1	0.14705882352941177	0.375	0.22794117647058823	0.1813959546298714
chr1:9729784	wtdmso	wtcsc	5	20	12	12	0.25	0.0377584473117956	chr1	9729784	ENST00000361311.4,flairiso44184-1	ENSG00000171603.18	CLSTN1	0.29411764705882354	0.625	0.33088235294117646	0.548672043233346
chr20:2461673	wtdmso	wtcsc	3	12	75	63	0.21	0.0140071260165837	chr20	2461673	ENST00000381342.6,ENST00000438552.6	ENSG00000125835.18	SNRPB	0.038461538461538464	0.16	0.12153846153846154	0.1992496247759024
chr20:24963206	wtdmso	wtcsc	9	25	34	34	0.36	0.0329903419159206	chr20	24963206	ENST00000217456.3,ENST00000451442.5,flairiso41261-1	ENSG00000101474.12	APMAP	0.20930232558139536	0.423728813559322	0.21442648797792666	0.2067694191805393
chr20:24963833	wtdmso	wtcsc	1	9	26	32	0.1367521367521367	0.0433407736529001	chr20	24963833	ENST00000217456.3,flairiso41261-1	ENSG00000101474.12	APMAP	0.037037037037037035	0.21951219512195122	0.18247515808491419	0.3760792813466633
chr20:31605643	wtdmso	wtcsc	14	38	95	125	0.484764542936288	0.0402565856522033	chr20	31605643	ENST00000376112.4,flairiso41286-1	ENSG00000125968.9	ID1	0.12844036697247707	0.2331288343558282	0.10468846738335114	0.1489376823628758
chr20:31605697	wtdmso	wtcsc	4	24	104	133	0.2131410256410256	0.0021227089137477	chr20	31605697	ENST00000376112.4,flairiso41286-1	ENSG00000125968.9	ID1	0.037037037037037035	0.15286624203821655	0.11582920500117952	0.2700491376380374
chr20:31605735	wtdmso	wtcsc	43	32	59	112	2.5508474576271185	0.0011605353222191	chr20	31605735	ENST00000376112.4,flairiso41286-1	ENSG00000125968.9	ID1	0.4215686274509804	0.2222222222222222	-0.19934640522875818	-0.1104388543360476
chr20:35542873	wtdmso	wtcsc	3	12	28	27	0.2410714285714285	0.0419502314417689	chr20	35542873	ENST00000348547.6	ENSG00000125991.19	ERGIC3	0.0967741935483871	0.3076923076923077	0.21091811414392062	0.2764387911933596
