inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	alternative_donor	USP5	chr12:6863378-6863829	+	0.0132488595723215	0.0132488595723215	0.0132488595723215	0.0132488595723215	0.0155323336986981	0.0155323336986981	0.0155323336986981	0.096910722892062	1	0.22834741263766012
inclusion	K	alternative_donor	USP9X	chrX:41229828-41230500	+	0.0444346144985784	0.0444346144985784	0.0444346144985784	0.0444346144985784	0.0433673869520177	0.0433673869520177	0.0433673869520177	0.00399435269173409	1	-0.10672275465606962
inclusion	K	alternative_donor	VAMP2	chr17:8162370-8162443	-	0.118163675687293	0.118163675687293	0.118163675687293	0.118163675687293	0.0464052146078719	0.0464052146078719	0.0464052146078719	3.44944914153712	1	-7.175846107942109
inclusion	K	alternative_donor	VARS2	chr6:30914470-30914804	+	0.165242809657191	0.165242809657191	0.165242809657191	0.165242809657191	0.130007706370361	0.130007706370361	0.130007706370361	0.564734267491531	1	-3.5235103286830007
inclusion	K	alternative_donor	VEGFA	chr6:43780804-43781955	+	0.822769533925933	0.822769533925933	0.822769533925933	0.822769533925933	0.804710588520212	0.804710588520212	0.804710588520212	0.184675407372652	1	-1.8058945405720976
inclusion	K	alternative_donor	VPS52	chr6:33270284-33271690	-	0.0162162306471081	0.0162162306471081	0.0162162306471081	0.0162162306471081	0.0616883997473173	0.0616883997473173	0.0616883997473173	4.27531945784813	1	4.54721691002092
inclusion	K	alternative_donor	VRK3	chr19:50020648-50025266	-	0.112589018726861	0.112589018726861	0.112589018726861	0.112589018726861	0.117847911866373	0.117847911866373	0.117847911866373	0.024755598316915	1	0.5258893139512004
inclusion	K	alternative_donor	WASF1	chr6:110178743-110179438	-	0.707533640567647	0.707533640567647	0.707533640567647	0.707533640567647	0.718033905423481	0.718033905423481	0.718033905423481	0.0143393968012333	1	1.0500264855834018
inclusion	K	alternative_donor	WDR26	chr1:224424655-224431476	-	0.276338819353035	0.276338819353035	0.276338819353035	0.276338819353035	0.225220902914353	0.225220902914353	0.225220902914353	1.78347257460518	1	-5.111791643868198
inclusion	K	alternative_donor	WDR4	chr21:42863597-42873550	-	0.434028821959174	0.434028821959174	0.434028821959174	0.434028821959174	0.858022849482849	0.858022849482849	0.858022849482849	23.5827918856611	1	42.39940275236751
inclusion	K	alternative_donor	WDR73	chr15:84645837-84645972	-	0.164500482213733	0.164500482213733	0.164500482213733	0.164500482213733	0.137574187766549	0.137574187766549	0.137574187766549	0.190510897708464	1	-2.692629444718401
inclusion	K	alternative_donor	WDR73	chr15:84653700-84654226	-	0.238680092640248	0.238680092640248	0.238680092640248	0.238680092640248	0.287719615661776	0.287719615661776	0.287719615661776	0.387949833582866	1	4.903952302152803
inclusion	K	alternative_donor	WDR91	chr7:135196338-135197043	-	0.0471266010158113	0.0471266010158113	0.0471266010158113	0.0471266010158113	0.0232630065207859	0.0232630065207859	0.0232630065207859	2.85078243090629	1	-2.3863594495025398
inclusion	K	alternative_donor	WDYHV1	chr8:123416933-123427923	+	0.617010506081991	0.617010506081991	0.617010506081991	0.617010506081991	0.541705669354405	0.541705669354405	0.541705669354405	1.67656545567479	1	-7.530483672758606
inclusion	K	alternative_donor	WNK1	chr12:890514-894561	+	0.694666479797639	0.694666479797639	0.694666479797639	0.694666479797639	0.768265336254158	0.768265336254158	0.768265336254158	2.78808670081344	1	7.359885645651914
inclusion	K	alternative_donor	WRB-SH3BGR	chr21:39390864-39391768	+	0.946976507499668	0.946976507499668	0.946976507499668	0.946976507499668	0.985004147540971	0.985004147540971	0.985004147540971	6.48836306153225	1	3.802764004130296
inclusion	K	alternative_donor	XBP1	chr22:28797206-28799041	-	0.00944382610679283	0.00944382610679283	0.00944382610679283	0.00944382610679283	0.00914619875733287	0.00914619875733287	0.00914619875733287	0.00343865808099508	1	-0.029762734945996128
inclusion	K	alternative_donor	YAP1	chr11:102206087-102209516	+	0.142448997436788	0.142448997436788	0.142448997436788	0.142448997436788	0.170156744235492	0.170156744235492	0.170156744235492	0.819522210166724	1	2.770774679870401
inclusion	K	alternative_donor	YBEY	chr21:46286416-46286869	+	0.766381333891997	0.766381333891997	0.766381333891997	0.766381333891997	0.666960231407601	0.666960231407601	0.666960231407601	1.64534558134403	1	-9.942110248439619
inclusion	K	alternative_donor	YBX3	chr12:10710115-10710533	-	0.469558256726682	0.469558256726682	0.469558256726682	0.469558256726682	0.709717147232968	0.709717147232968	0.709717147232968	6.00492684632661	1	24.0158890506286
inclusion	K	alternative_donor	YIF1B	chr19:38309644-38315746	-	0.472132130516223	0.472132130516223	0.472132130516223	0.472132130516223	0.421517882155933	0.421517882155933	0.421517882155933	0.389237662703636	1	-5.061424836028998
inclusion	K	alternative_donor	YIPF2	chr19:10928441-10928510	-	0.781963854450895	0.781963854450895	0.781963854450895	0.781963854450895	0.773549242148034	0.773549242148034	0.773549242148034	0.0433341550724435	1	-0.8414612302861002
inclusion	K	alternative_donor	YIPF3	chr6:43513634-43515594	-	0.965190292034294	0.965190292034294	0.965190292034294	0.965190292034294	0.987997883249879	0.987997883249879	0.987997883249879	3.89518410787605	1	2.2807591215585035
inclusion	K	alternative_donor	YTHDF2	chr1:28737683-28738258	+	0.956436171417666	0.956436171417666	0.956436171417666	0.956436171417666	0.845425260279723	0.845425260279723	0.845425260279723	4.78441834213072	1	-11.101091113794297
inclusion	K	alternative_donor	ZC3H11A	chr1:203796602-203801574	+	0.297728403072867	0.297728403072867	0.297728403072867	0.297728403072867	0.334994359537778	0.334994359537778	0.334994359537778	0.257714592189132	1	3.726595646491095
inclusion	K	alternative_donor	ZC3HAV1	chr7:139078654-139079103	-	0.221907327946598	0.221907327946598	0.221907327946598	0.221907327946598	0.200926630825337	0.200926630825337	0.200926630825337	0.132051463299831	1	-2.0980697121261045
inclusion	K	alternative_donor	ZCCHC9	chr5:81305142-81308560	+	0.773256578175485	0.773256578175485	0.773256578175485	0.773256578175485	0.845631325107548	0.845631325107548	0.845631325107548	1.03367631077776	1	7.237474693206295
inclusion	K	alternative_donor	ZDHHC4	chr7:6577721-6578565	+	0.500153936940511	0.500153936940511	0.500153936940511	0.500153936940511	0.401112608836741	0.401112608836741	0.401112608836741	3.67810090389412	1	-9.904132810377
inclusion	K	alternative_donor	ZDHHC4	chr7:6578747-6580554	+	0.0358868023761908	0.0358868023761908	0.0358868023761908	0.0358868023761908	0.0282033733946454	0.0282033733946454	0.0282033733946454	0.3252675169133	1	-0.7683428981545406
inclusion	K	alternative_donor	ZER1	chr9:128755660-128771580	-	0.710770673345487	0.710770673345487	0.710770673345487	0.710770673345487	0.827257251495219	0.827257251495219	0.827257251495219	1.86111586629545	1	11.648657814973205
inclusion	K	alternative_donor	ZFAND1	chr8:81718225-81721226	-	0.362140100487308	0.362140100487308	0.362140100487308	0.362140100487308	0.627989985876985	0.627989985876985	0.627989985876985	14.1487711412572	1	26.5849885389677
inclusion	K	alternative_donor	ZFAS1	chr20:49278717-49279103	+	0.922303897933964	0.922303897933964	0.922303897933964	0.922303897933964	0.92417527537445	0.92417527537445	0.92417527537445	0.0178548605545075	1	0.18713774404859862
inclusion	K	alternative_donor	ZFP90	chr16:68539470-68539757	+	0.662371221521865	0.662371221521865	0.662371221521865	0.662371221521865	0.806279167346205	0.806279167346205	0.806279167346205	4.42014663377063	1	14.390794582433998
inclusion	K	alternative_donor	ZFYVE27	chr10:97737326-97738476	+	0.101158058925675	0.101158058925675	0.101158058925675	0.101158058925675	0.13118971175918	0.13118971175918	0.13118971175918	0.419875526341912	1	3.0031652833504996
inclusion	K	alternative_donor	ZGPAT	chr20:63708119-63708552	+	0.935027400262188	0.935027400262188	0.935027400262188	0.935027400262188	0.91385931741623	0.91385931741623	0.91385931741623	0.457806318209805	1	-2.116808284595791
inclusion	K	alternative_donor	ZHX3	chr20:41205067-41268978	-	0.163736656129474	0.163736656129474	0.163736656129474	0.163736656129474	0.219675003164401	0.219675003164401	0.219675003164401	0.594178475352123	1	5.5938347034927
inclusion	K	alternative_donor	ZMYM3	chrX:71246513-71246594	-	0.78600274187477	0.78600274187477	0.78600274187477	0.78600274187477	0.823641171824875	0.823641171824875	0.823641171824875	0.322275071130775	1	3.763842995010492
inclusion	K	alternative_donor	ZNF131	chr5:43161614-43161708	+	0.175932767129624	0.175932767129624	0.175932767129624	0.175932767129624	0.118096749128592	0.118096749128592	0.118096749128592	1.00707345606838	1	-5.783601800103201
inclusion	K	alternative_donor	ZNF268	chr12:133181687-133181945	+	0.797509696813898	0.797509696813898	0.797509696813898	0.797509696813898	0.818135220677785	0.818135220677785	0.818135220677785	0.0393529904683305	1	2.0625523863886883
inclusion	K	alternative_donor	ZNF330	chr4:141221109-141222365	+	0.940176022595534	0.940176022595534	0.940176022595534	0.940176022595534	0.902703314443657	0.902703314443657	0.902703314443657	1.13874641641769	1	-3.74727081518769
inclusion	K	alternative_donor	ZNF341	chr20:33757344-33758715	+	0.575029973073192	0.575029973073192	0.575029973073192	0.575029973073192	0.449963874424758	0.449963874424758	0.449963874424758	1.00454874216439	1	-12.506609864843405
inclusion	K	alternative_donor	ZNF384	chr12:6688227-6689097	-	0.474553585620406	0.474553585620406	0.474553585620406	0.474553585620406	0.508922953279985	0.508922953279985	0.508922953279985	0.208190628005923	1	3.4369367659579027
inclusion	K	alternative_donor	ZNF576	chr19:43596586-43597093	+	0.356670234617347	0.356670234617347	0.356670234617347	0.356670234617347	0.505141086002165	0.505141086002165	0.505141086002165	2.80245642332557	1	14.847085138481802
inclusion	K	alternative_donor	ZNF638	chr2:71331876-71348752	+	0.191776918909905	0.191776918909905	0.191776918909905	0.191776918909905	0.168932235820433	0.168932235820433	0.168932235820433	0.0908888242975081	1	-2.2844683089472007
inclusion	K	alternative_donor	ZSWIM8	chr10:73800195-73800295	+	0.209463198169461	0.209463198169461	0.209463198169461	0.209463198169461	0.209070718560936	0.209070718560936	0.209070718560936	8.54080517456168e-05	1	-0.03924796085249582
inclusion	K	alternative_first_exon	AAAS	chr12:53314442-53314750	-	0.96724005394078	0.96724005394078	0.96724005394078	0.96724005394078	0.971639844193153	0.971639844193153	0.971639844193153	0.100457894130159	1	0.4399790252372924
inclusion	K	alternative_first_exon	AAAS	chr12:53320693-53321470,chr12:53320693-53321342	-	0.907183102935104	0.907183102935104	0.907183102935104	0.907183102935104	0.969205151022999	0.969205151022999	0.969205151022999	6.89627884935635	1	6.202204808789503
inclusion	K	alternative_first_exon	AARS1	chr16:70255837-70258032	-	0.988732742389758	0.988732742389758	0.988732742389758	0.988732742389758	0.990334488759263	0.990334488759263	0.990334488759263	0.0439527431008173	1	0.16017463695050083
inclusion	K	alternative_first_exon	ABCB9	chr12:122950566-122951475	-	0.191790368428116	0.191790368428116	0.191790368428116	0.191790368428116	0.196119537183452	0.196119537183452	0.196119537183452	0.00405866077574046	1	0.43291687553359637
inclusion	K	alternative_first_exon	ABCF2	chr7:151226501-151226856,chr7:151226501-151226737	-	0.123027670985411	0.123027670985411	0.123027670985411	0.123027670985411	0.091811405197452	0.091811405197452	0.091811405197452	1.05656940904555	1	-3.121626578795901
inclusion	K	alternative_first_exon	ABCG1	chr21:42276946-42282273	+	0.804506413071216	0.804506413071216	0.804506413071216	0.804506413071216	0.853081769093996	0.853081769093996	0.853081769093996	0.681059486941649	1	4.857535602278006
inclusion	K	alternative_first_exon	ABHD14A-ACY1	chr3:51985272-51985360	+	0.895948118610687	0.895948118610687	0.895948118610687	0.895948118610687	0.929094022380133	0.929094022380133	0.929094022380133	1.59046527682949	1	3.3145903769445937
inclusion	K	alternative_first_exon	ABL1	chr9:130835526-130854063	+	0.248363790184636	0.248363790184636	0.248363790184636	0.248363790184636	0.152674710669742	0.152674710669742	0.152674710669742	5.14514497166647	1	-9.568907951489399
inclusion	K	alternative_first_exon	ABLIM1	chr10:114491879-114526659,chr10:114491879-114526638	-	0.849807066957024	0.849807066957024	0.849807066957024	0.849807066957024	0.837807942918396	0.837807942918396	0.837807942918396	0.0665565262916061	1	-1.1999124038627969
inclusion	K	alternative_first_exon	ABR	chr17:1100736-1108933	-	0.894656226647363	0.894656226647363	0.894656226647363	0.894656226647363	0.960095998887335	0.960095998887335	0.960095998887335	3.23068382107522	1	6.543977223997203
inclusion	K	alternative_first_exon	AC000093.1	chr22:19718819-19719601	+	0.174486664630686	0.174486664630686	0.174486664630686	0.174486664630686	0.0727222373741108	0.0727222373741108	0.0727222373741108	4.83052431275473	1	-10.176442725657516
inclusion	K	alternative_first_exon	AC002310.4	chr16:30526052-30532278	-	0.131686574076433	0.131686574076433	0.131686574076433	0.131686574076433	0.151672403339361	0.151672403339361	0.151672403339361	0.600225045771367	1	1.9985829262927997
inclusion	K	alternative_first_exon	AC005614.2	chr19:40084799-40090165	-	0.831871741183881	0.831871741183881	0.831871741183881	0.831871741183881	0.73086441981283	0.73086441981283	0.73086441981283	1.51542366105605	1	-10.100732137105098
inclusion	K	alternative_first_exon	AC006453.3	chr2:89562685-89580557	-	0.301966846188134	0.301966846188134	0.301966846188134	0.301966846188134	0.338063222312471	0.338063222312471	0.338063222312471	0.226006323882075	1	3.6096376124336977
inclusion	K	alternative_first_exon	AC008443.1	chr5:181247930-181257186	+	0.117041863268943	0.117041863268943	0.117041863268943	0.117041863268943	0.264586434584889	0.264586434584889	0.264586434584889	5.19412297493659	1	14.7544571315946
inclusion	K	alternative_first_exon	AC009133.1	chr16:29819602-29820183	-	0.14309410829985	0.14309410829985	0.14309410829985	0.14309410829985	0.124095923666043	0.124095923666043	0.124095923666043	0.125102575240135	1	-1.8998184633807007
inclusion	K	alternative_first_exon	AC021087.5	chr5:251469-254392	+	0.945490190397768	0.945490190397768	0.945490190397768	0.945490190397768	0.97261386585758	0.97261386585758	0.97261386585758	6.08706610733498	1	2.712367545981195
inclusion	K	alternative_first_exon	AC025283.2	chr16:3448541-3476221	+	0.292744862942981	0.292744862942981	0.292744862942981	0.292744862942981	0.201919720754586	0.201919720754586	0.201919720754586	5.12992543986093	1	-9.082514218839503
inclusion	K	alternative_first_exon	AC069288.1	chr7:2222755-2225409	-	0.768792493613997	0.768792493613997	0.768792493613997	0.768792493613997	0.858264784312052	0.858264784312052	0.858264784312052	2.03234592585409	1	8.947229069805502
inclusion	K	alternative_first_exon	AC104389.5	chr11:5666082-5667688	-	0.865730160921437	0.865730160921437	0.865730160921437	0.865730160921437	0.803517051366352	0.803517051366352	0.803517051366352	1.87576646289494	1	-6.221310955508486
inclusion	K	alternative_first_exon	AC105036.3	chr15:75527262-75598278	-	0.40585380327012	0.40585380327012	0.40585380327012	0.40585380327012	0.361068241191321	0.361068241191321	0.361068241191321	1.56749082928582	1	-4.4785562078798975
inclusion	K	alternative_first_exon	AC231657.3	chrX:49072009-49072432	-	0.944165726117717	0.944165726117717	0.944165726117717	0.944165726117717	0.979832783735184	0.979832783735184	0.979832783735184	2.6715128158703	1	3.5667057617467037
inclusion	K	alternative_first_exon	AC244153.1	chr17:38450724-38451305	-	0.640501961872408	0.640501961872408	0.640501961872408	0.640501961872408	0.710211563336621	0.710211563336621	0.710211563336621	1.26452954765682	1	6.970960146421305
inclusion	K	alternative_first_exon	AC245297.4	chr1:149177213-149250564	+	0.11468542345537	0.11468542345537	0.11468542345537	0.11468542345537	0.306429143589319	0.306429143589319	0.306429143589319	6.75086521917603	1	19.1743720133949
inclusion	K	alternative_first_exon	ACAA2	chr18:49802854-49813468	-	0.756201050656794	0.756201050656794	0.756201050656794	0.756201050656794	0.885146837905646	0.885146837905646	0.885146837905646	3.21107206541569	1	12.894578724885193
inclusion	K	alternative_first_exon	ACAD11	chr3:132644897-132659602	-	0.912758389693159	0.912758389693159	0.912758389693159	0.912758389693159	0.937167696696471	0.937167696696471	0.937167696696471	0.427885833484197	1	2.440930700331208
inclusion	K	alternative_first_exon	ACAT2	chr6:159762778-159762918	+	0.0351281024894757	0.0351281024894757	0.0351281024894757	0.0351281024894757	0.0181352508848208	0.0181352508848208	0.0181352508848208	1.87979767177421	1	-1.6992851604654897
inclusion	K	alternative_first_exon	ACOT7	chr1:6349867-6385493	-	0.722791731312239	0.722791731312239	0.722791731312239	0.722791731312239	0.821980340890221	0.821980340890221	0.821980340890221	9.72280641155521	1	9.918860957798202
inclusion	K	alternative_first_exon	ACOT8	chr20:45848676-45855158	-	0.891639901825965	0.891639901825965	0.891639901825965	0.891639901825965	0.943918372372688	0.943918372372688	0.943918372372688	4.31522865842999	1	5.22784705467231
inclusion	K	alternative_first_exon	ACSF2	chr17:50461288-50461632,chr17:50461371-50461632	+	0.796174195191349	0.796174195191349	0.796174195191349	0.796174195191349	0.783192721283396	0.783192721283396	0.783192721283396	0.11207173535513	1	-1.2981473907952932
inclusion	K	alternative_first_exon	ACSF3	chr16:89098764-89100661	+	0.652941813065491	0.652941813065491	0.652941813065491	0.652941813065491	0.876051215660319	0.876051215660319	0.876051215660319	7.05954342060329	1	22.31094025948279
inclusion	K	alternative_first_exon	ACTG1	chr17:81512361-81512733,chr17:81512361-81512614,chr17:81512361-81512605,chr17:81512361-81512463	-	0.99253438003576	0.99253438003576	0.99253438003576	0.99253438003576	0.997004087201529	0.997004087201529	0.997004087201529	5.04126268980326	1	0.44697071657689946
inclusion	K	alternative_first_exon	ACTN1	chr14:68925673-68978951	-	0.97784355838579	0.97784355838579	0.97784355838579	0.97784355838579	0.974537407693979	0.974537407693979	0.974537407693979	0.159410546315485	1	-0.33061506918109274
inclusion	K	alternative_first_exon	ACTR8	chr3:53880110-53881665	-	0.0857359391522495	0.0857359391522495	0.0857359391522495	0.0857359391522495	0.0374930660052786	0.0374930660052786	0.0374930660052786	1.83048385667689	1	-4.824287314697091
inclusion	K	alternative_first_exon	ADA	chr20:44636289-44651574	-	0.959054839043462	0.959054839043462	0.959054839043462	0.959054839043462	0.959407203472163	0.959407203472163	0.959407203472163	0.000476651918688731	1	0.03523644287010086
inclusion	K	alternative_first_exon	ADAR	chr1:154602627-154627953,chr1:154602627-154627854	-	0.523125861596729	0.523125861596729	0.523125861596729	0.523125861596729	0.612042603715957	0.612042603715957	0.612042603715957	2.53073524953197	1	8.89167421192279
inclusion	K	alternative_first_exon	ADARB1	chr21:45134833-45171609	+	0.231910903719508	0.231910903719508	0.231910903719508	0.231910903719508	0.330941266570566	0.330941266570566	0.330941266570566	1.28555628360454	1	9.903036285105799
inclusion	K	alternative_first_exon	ADAT2	chr6:143438695-143441437	-	0.321456578718993	0.321456578718993	0.321456578718993	0.321456578718993	0.229027004988959	0.229027004988959	0.229027004988959	0.803570385424052	1	-9.242957373003403
inclusion	K	alternative_first_exon	ADGRE5	chr19:14391080-14397657	+	0.959745966164481	0.959745966164481	0.959745966164481	0.959745966164481	0.937062162284145	0.937062162284145	0.937062162284145	0.49734198598253	1	-2.26838038803362
inclusion	K	alternative_first_exon	ADNP	chr20:50902110-50903888	-	0.817245404567761	0.817245404567761	0.817245404567761	0.817245404567761	0.805875669279181	0.805875669279181	0.805875669279181	0.0158235861598541	1	-1.1369735288579932
inclusion	K	alternative_first_exon	AFF1	chr4:87007425-87046165	+	0.260566412806832	0.260566412806832	0.260566412806832	0.260566412806832	0.38902883076465	0.38902883076465	0.38902883076465	1.64987167891815	1	12.8462417957818
inclusion	K	alternative_first_exon	AFF4	chr5:132904405-132927120	-	0.869782755359056	0.869782755359056	0.869782755359056	0.869782755359056	0.927273202516642	0.927273202516642	0.927273202516642	0.872092464058142	1	5.7490447157586
inclusion	K	alternative_first_exon	AGAP3	chr7:151087073-151116792	+	0.748427393129701	0.748427393129701	0.748427393129701	0.748427393129701	0.70889046669989	0.70889046669989	0.70889046669989	0.407049843617415	1	-3.953692642981096
inclusion	K	alternative_first_exon	AGAP3	chr7:151120746-151122724	+	0.308523924511331	0.308523924511331	0.308523924511331	0.308523924511331	0.453975394044586	0.453975394044586	0.453975394044586	5.09147901486631	1	14.5451469533255
inclusion	K	alternative_first_exon	AGAP3	chr7:151138314-151139978	+	0.920179725213691	0.920179725213691	0.920179725213691	0.920179725213691	0.967339005598537	0.967339005598537	0.967339005598537	3.15103790381181	1	4.715928038484606
inclusion	K	alternative_first_exon	AGPAT1	chr6:32171506-32177233,chr6:32171506-32176509	-	0.154708503569996	0.154708503569996	0.154708503569996	0.154708503569996	0.176210085132265	0.176210085132265	0.176210085132265	0.659219368902995	1	2.150158156226901
inclusion	K	alternative_first_exon	AGPAT3	chr21:43865346-43903956	+	0.867071943011128	0.867071943011128	0.867071943011128	0.867071943011128	0.631961954920041	0.631961954920041	0.631961954920041	5.72888729902047	1	-23.510998809108692
inclusion	K	alternative_first_exon	AGTRAP	chr1:11745838-11747439	+	0.897842566303266	0.897842566303266	0.897842566303266	0.897842566303266	0.968852628433128	0.968852628433128	0.968852628433128	21.9946965476374	1	7.101006212986206
inclusion	K	alternative_first_exon	AHCY	chr20:34295586-34301757	-	0.0101388468864749	0.0101388468864749	0.0101388468864749	0.0101388468864749	0.00597751602090096	0.00597751602090096	0.00597751602090096	0.917622198321624	1	-0.4161330865573941
inclusion	K	alternative_first_exon	AHCYL1	chr1:110004452-110009033	+	0.0495578098545591	0.0495578098545591	0.0495578098545591	0.0495578098545591	0.0176647443947358	0.0176647443947358	0.0176647443947358	3.26836157526941	1	-3.1893065459823298
inclusion	K	alternative_first_exon	AHNAK	chr11:62491832-62517009	-	0.970423068706293	0.970423068706293	0.970423068706293	0.970423068706293	0.991574309395639	0.991574309395639	0.991574309395639	8.31398105746484	1	2.115124068934591
inclusion	K	alternative_first_exon	AHNAK	chr11:62536568-62546659	-	0.931563975053669	0.931563975053669	0.931563975053669	0.931563975053669	0.906913678058236	0.906913678058236	0.906913678058236	1.34283602286087	1	-2.465029699543294
inclusion	K	alternative_first_exon	AHNAK2	chr14:104957673-104970455	-	0.908321662885885	0.908321662885885	0.908321662885885	0.908321662885885	0.865691256039082	0.865691256039082	0.865691256039082	0.668416792424296	1	-4.263040684680291
inclusion	K	alternative_first_exon	AIMP1	chr4:106320890-106324984,chr4:106321452-106324984	+	0.10566985466129	0.10566985466129	0.10566985466129	0.10566985466129	0.153691638748392	0.153691638748392	0.153691638748392	1.71949219333237	1	4.8021784087101995
inclusion	K	alternative_first_exon	AK6	chr5:69366596-69369462,chr5:69366596-69369386,chr5:69366596-69369164,chr5:69366596-69368824	-	0.820778291370786	0.820778291370786	0.820778291370786	0.820778291370786	0.836256486785108	0.836256486785108	0.836256486785108	0.181711692463068	1	1.5478195414322045
inclusion	K	alternative_first_exon	AKR1A1	chr1:45568685-45568926	+	0.967450098944641	0.967450098944641	0.967450098944641	0.967450098944641	0.983716651045025	0.983716651045025	0.983716651045025	2.52660200232458	1	1.6266552100384075
inclusion	K	alternative_first_exon	AL031708.1	chr16:1666178-1666421	+	0.628281038839607	0.628281038839607	0.628281038839607	0.628281038839607	0.731029224800075	0.731029224800075	0.731029224800075	0.668283810683647	1	10.274818596046813
inclusion	K	alternative_first_exon	AL358113.1	chr9:69249486-69251034	+	0.954056967835905	0.954056967835905	0.954056967835905	0.954056967835905	0.946462906029242	0.946462906029242	0.946462906029242	0.136404327685341	1	-0.7594061806663035
inclusion	K	alternative_first_exon	AL451165.2	chr6:34696998-34697158	+	0.177448878424561	0.177448878424561	0.177448878424561	0.177448878424561	0.089900151223213	0.089900151223213	0.089900151223213	1.3004078077297	1	-8.754872720134802
inclusion	K	alternative_first_exon	AL662899.4	chr6:31666209-31666820	+	0.994027880835027	0.994027880835027	0.994027880835027	0.994027880835027	0.989831768087551	0.989831768087551	0.989831768087551	0.863874106391449	1	-0.4196112747475951
inclusion	K	alternative_first_exon	ALDH1A3	chr15:100880007-100885266	+	0.99529105277664	0.99529105277664	0.99529105277664	0.99529105277664	0.986806314692795	0.986806314692795	0.986806314692795	1.91859874796501	1	-0.8484738083844974
inclusion	K	alternative_first_exon	ALDH3A2	chr17:19655388-19656365	+	0.0237564216594068	0.0237564216594068	0.0237564216594068	0.0237564216594068	0.0190999928686162	0.0190999928686162	0.0190999928686162	0.22700282898586	1	-0.4656428790790599
inclusion	K	alternative_first_exon	ALDH7A1	chr5:126593405-126594107	-	0.0362006338815552	0.0362006338815552	0.0362006338815552	0.0362006338815552	0.0257981465124501	0.0257981465124501	0.0257981465124501	0.939784085552674	1	-1.04024873691051
inclusion	K	alternative_first_exon	ALG11	chr13:52012463-52028318	+	0.226569712900606	0.226569712900606	0.226569712900606	0.226569712900606	0.133190599987577	0.133190599987577	0.133190599987577	2.67562625977894	1	-9.337911291302898
inclusion	K	alternative_first_exon	ALG2	chr9:99218837-99220978	-	0.260978945835474	0.260978945835474	0.260978945835474	0.260978945835474	0.333151755348627	0.333151755348627	0.333151755348627	2.85520098092456	1	7.217280951315306
inclusion	K	alternative_first_exon	ALG3	chr3:184245813-184248781,chr3:184245813-184248744	-	0.843792417360942	0.843792417360942	0.843792417360942	0.843792417360942	0.876063659107406	0.876063659107406	0.876063659107406	1.60353090164972	1	3.2271241746464057
inclusion	K	alternative_first_exon	ALG9	chr11:111870371-111870940	-	0.241954831979914	0.241954831979914	0.241954831979914	0.241954831979914	0.189684063365572	0.189684063365572	0.189684063365572	1.27051409601154	1	-5.227076861434199
inclusion	K	alternative_first_exon	ALKBH2	chr12:109088513-109090008	-	0.897089763757464	0.897089763757464	0.897089763757464	0.897089763757464	0.884473461594026	0.884473461594026	0.884473461594026	0.233033434785284	1	-1.2616302163438036
inclusion	K	alternative_first_exon	ALKBH7	chr19:6373025-6374202	+	0.938397571918749	0.938397571918749	0.938397571918749	0.938397571918749	0.955618391683669	0.955618391683669	0.955618391683669	1.17369113210225	1	1.7220819764920066
inclusion	K	alternative_first_exon	ALYREF	chr17:81888584-81888875	-	0.0293576578208563	0.0293576578208563	0.0293576578208563	0.0293576578208563	0.0129973900600909	0.0129973900600909	0.0129973900600909	2.21593069147275	1	-1.63602677607654
inclusion	K	alternative_first_exon	ANAPC15	chr11:72111497-72112273,chr11:72111497-72112215,chr11:72111497-72111923	-	0.182809699908465	0.182809699908465	0.182809699908465	0.182809699908465	0.0882667301981825	0.0882667301981825	0.0882667301981825	5.0304508983229	1	-9.454296971028251
inclusion	K	alternative_first_exon	ANGEL2	chr1:213013419-213015225	-	0.632647134939559	0.632647134939559	0.632647134939559	0.632647134939559	0.686606221299387	0.686606221299387	0.686606221299387	0.561632165994297	1	5.395908635982799
inclusion	K	alternative_first_exon	ANKHD1	chr5:140497279-140504820	+	0.970030155987927	0.970030155987927	0.970030155987927	0.970030155987927	0.987656532623401	0.987656532623401	0.987656532623401	3.24872017027337	1	1.7626376635474088
inclusion	K	alternative_first_exon	ANKRD11	chr16:89305345-89316932	-	0.92776618688408	0.92776618688408	0.92776618688408	0.92776618688408	0.963135730748645	0.963135730748645	0.963135730748645	2.46632508478888	1	3.5369543864565145
inclusion	K	alternative_first_exon	ANKRD54	chr22:37840235-37843910	-	0.751220278600715	0.751220278600715	0.751220278600715	0.751220278600715	0.792535769269244	0.792535769269244	0.792535769269244	0.537686708608135	1	4.131549066852884
inclusion	K	alternative_first_exon	ANKRD9	chr14:102508550-102508735,chr14:102508550-102508640	-	0.853274803671602	0.853274803671602	0.853274803671602	0.853274803671602	0.769675523254375	0.769675523254375	0.769675523254375	1.6572786327863	1	-8.359928041722696
inclusion	K	alternative_first_exon	ANP32A	chr15:68787920-68820697	-	0.988645292624883	0.988645292624883	0.988645292624883	0.988645292624883	0.990394108986792	0.990394108986792	0.990394108986792	0.0977328811859479	1	0.17488163619090358
