site	cond1	cond2	mod_cond1	mod_cond2	unmod_cond1	unmod_cond2	odds_ratio	pvalue	chrom	genome_pos	transcript_id	gene_ids	gene_name	mod_ratio_cond1	mod_ratio_cond2	delta_modratio
chr13:45337072	wtdmso	mtdmso	6	8	197	158	0.6015228426395939	0.416942739919903	chr13	45337072	ENST00000379056.5,ENST00000530705.5,flairiso34742-1,flairiso34750-1,flairiso34752-1,flairiso34769-1	ENSG00000133112.16	TPT1	0.029556650246305417	0.04819277108433735	0.018636120838031935
chr13:45337180	wtdmso	mtdmso	28	26	278	228	0.8832318760376314	0.6692187570532746	chr13	45337180	ENST00000379056.5,ENST00000530705.5,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34786-1,flairiso34804-1,flairiso34846-1,flairiso44785-1	ENSG00000133112.16	TPT1	0.0915032679738562	0.10236220472440945	0.010858936750553244
chr13:45337219	wtdmso	mtdmso	17	5	591	458	2.6348561759729274	0.0528308998892769	chr13	45337219	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.027960526315789474	0.01079913606911447	-0.017161390246675005
chr13:45337260	wtdmso	mtdmso	238	190	397	307	0.9686596844756729	0.8051421365101842	chr13	45337260	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.37480314960629924	0.3822937625754527	0.007490612969153487
chr13:45337293	wtdmso	mtdmso	339	313	292	186	0.6898989014836535	0.0024452558095077	chr13	45337293	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.5372424722662441	0.627254509018036	0.09001203675179192
chr13:45337302	wtdmso	mtdmso	11	10	578	467	0.8887543252595156	0.8272004027722517	chr13	45337302	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.01867572156196944	0.020964360587002098	0.0022886390250326585
chr13:45337309	wtdmso	mtdmso	124	115	443	333	0.8105211502600844	0.1579323092868603	chr13	45337309	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.21869488536155202	0.25669642857142855	0.03800154320987653
chr13:45337343	wtdmso	mtdmso	122	91	554	441	1.0672035545681755	0.704036926467262	chr13	45337343	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.1804733727810651	0.17105263157894737	-0.009420741202117722
chr13:45338706	wtdmso	mtdmso	17	21	658	510	0.6274424663482414	0.1844146325619819	chr13	45338706	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.025185185185185185	0.03954802259887006	0.014362837413684874
chr13:45338726	wtdmso	mtdmso	26	15	613	479	1.354431756389342	0.423537418385868	chr13	45338726	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.0406885758998435	0.030364372469635626	-0.010324203430207877
chr13:45338759	wtdmso	mtdmso	2	3	583	454	0.51915380217267	0.6588435223033571	chr13	45338759	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.003418803418803419	0.006564551422319475	0.003145748003516056
chr13:45339503	wtdmso	mtdmso	3	4	633	488	0.5781990521327014	0.4777297202170262	chr13	45339503	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.0047169811320754715	0.008130081300813009	0.0034131001687375375
chr13:45339535	wtdmso	mtdmso	4	5	669	529	0.6325859491778775	0.5198522533395581	chr13	45339535	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34750-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.005943536404160475	0.009363295880149813	0.003419759475989338
chr13:45339549	wtdmso	mtdmso	11	11	591	472	0.7986463620981388	0.6673643309746067	chr13	45339549	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.018272425249169437	0.022774327122153208	0.004501901872983771
chr13:45339559	wtdmso	mtdmso	1	1	666	529	0.7942942942942943	1.0	chr13	45339559	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.0014992503748125937	0.0018867924528301887	0.00038754207801759504
chr13:45339580	wtdmso	mtdmso	43	37	586	443	0.8785628632045014	0.6396811277354124	chr13	45339580	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34822-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.06836248012718601	0.07708333333333334	0.008720853206147322
chr13:45339589	wtdmso	mtdmso	5	2	594	478	2.011784511784512	0.4714402316270226	chr13	45339589	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.008347245409015025	0.004166666666666667	-0.004180578742348358
chr13:45340062	wtdmso	mtdmso	93	82	529	412	0.883304901101941	0.4569892973413058	chr13	45340062	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.1495176848874598	0.1659919028340081	0.016474217946548297
chr13:45340152	wtdmso	mtdmso	13	12	594	468	0.8535353535353535	0.6901367886176542	chr13	45340152	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34815-1,flairiso34838-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.0214168039538715	0.025	0.0035831960461285006
chr13:45340161	wtdmso	mtdmso	1	1	643	506	0.7869362363919129	1.0	chr13	45340161	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34815-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.0015527950310559005	0.0019723865877712033	0.00041959155671530274
chr13:45340171	wtdmso	mtdmso	12	11	611	476	0.8498735307245946	0.8324341002796498	chr13	45340171	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34815-1,flairiso34846-1,flairiso44785-1,flairiso44786-1,flairiso44788-1	ENSG00000133112.16	TPT1	0.019261637239165328	0.022587268993839837	0.0033256317546745094
chr13:45341052	wtdmso	mtdmso	57	46	437	361	1.0236294896030245	1.0	chr13	45341052	ENST00000379056.5,ENST00000379060.8-0,ENST00000530705.5,ENST00000616577.4,flairiso34742-1,flairiso34744-1,flairiso34745-1,flairiso34748-1,flairiso34749-1,flairiso34752-1,flairiso34753-1,flairiso34754-1,flairiso34756-1,flairiso34760-1,flairiso34761-1,flairiso34763-1,flairiso34769-1,flairiso34773-1,flairiso34782-1,flairiso34785-1,flairiso34786-1,flairiso34791-1,flairiso34795-1,flairiso34804-1,flairiso34812-1,flairiso34815-1,flairiso34838-1,flairiso34846-1	ENSG00000133112.16	TPT1	0.11538461538461539	0.11302211302211303	-0.002362502362502364
chr13:48233238	wtdmso	mtdmso	3	1	29	25	2.586206896551724	0.6200532679661537	chr13	48233238	ENST00000647800.2	ENSG00000136156.15	ITM2B	0.09375	0.038461538461538464	-0.055288461538461536
chr13:48233469	wtdmso	mtdmso	16	22	23	18	0.5691699604743083	0.2628730122334848	chr13	48233469	ENST00000647800.2	ENSG00000136156.15	ITM2B	0.41025641025641024	0.55	0.1397435897435898
chr13:48253808	wtdmso	mtdmso	1	2	44	44	0.5	1.0	chr13	48253808	ENST00000647800.2,flairiso34871-1	ENSG00000136156.15	ITM2B	0.022222222222222223	0.043478260869565216	0.021256038647342993
chr13:48256372	wtdmso	mtdmso	5	4	45	46	1.2777777777777777	1.0	chr13	48256372	ENST00000647800.2,flairiso34871-1	ENSG00000136156.15	ITM2B	0.1	0.08	-0.020000000000000004
chr13:48258180	wtdmso	mtdmso	12	5	38	42	2.652631578947368	0.1106711945817776	chr13	48258180	ENST00000647800.2,flairiso34871-1	ENSG00000136156.15	ITM2B	0.24	0.10638297872340426	-0.13361702127659575
chr13:48258802	wtdmso	mtdmso	4	6	41	33	0.5365853658536586	0.5025850236388592	chr13	48258802	ENST00000647800.2	ENSG00000136156.15	ITM2B	0.08888888888888889	0.15384615384615385	0.06495726495726496
chr13:48258863	wtdmso	mtdmso	1	1	52	48	0.9230769230769232	1.0	chr13	48258863	ENST00000647800.2,flairiso34871-1	ENSG00000136156.15	ITM2B	0.018867924528301886	0.02040816326530612	0.0015402387370042347
chr13:48261224	wtdmso	mtdmso	9	10	31	31	0.9	1.0	chr13	48261224	ENST00000647800.2	ENSG00000136156.15	ITM2B	0.225	0.24390243902439024	0.018902439024390233
chr13:48261373	wtdmso	mtdmso	1	1	47	44	0.9361702127659576	1.0	chr13	48261373	ENST00000647800.2,flairiso34871-1	ENSG00000136156.15	ITM2B	0.020833333333333332	0.022222222222222223	0.001388888888888891
chr13:48261432	wtdmso	mtdmso	10	2	21	13	3.095238095238096	0.2845768288280337	chr13	48261432	ENST00000647800.2	ENSG00000136156.15	ITM2B	0.3225806451612903	0.13333333333333333	-0.18924731182795698
chr13:48261598	wtdmso	mtdmso	3	2	31	13	0.6290322580645161	0.6351954287728043	chr13	48261598	ENST00000647800.2	ENSG00000136156.15	ITM2B	0.08823529411764706	0.13333333333333333	0.04509803921568627
chr13:48261803	wtdmso	mtdmso	1	1	33	15	0.4545454545454545	0.5420408163265308	chr13	48261803	ENST00000647800.2	ENSG00000136156.15	ITM2B	0.029411764705882353	0.0625	0.03308823529411765
chr13:73077237	wtdmso	mtdmso	2	1	10	9	1.8	1.0	chr13	73077237	ENST00000377687.6	ENSG00000102554.14	KLF5	0.16666666666666666	0.1	-0.06666666666666665
chr13:75526505	wtdmso	mtdmso	6	6	36	33	0.9166666666666666	1.0	chr13	75526505	ENST00000355801.4,ENST00000406936.7,flairiso34932-1,flairiso34933-1,flairiso34939-1	ENSG00000188243.12	COMMD6	0.14285714285714285	0.15384615384615385	0.010989010989011005
chr13:75526541	wtdmso	mtdmso	6	1	8	13	9.75	0.0768115942028985	chr13	75526541	ENST00000355801.4,ENST00000406936.7,flairiso34933-1	ENSG00000188243.12	COMMD6	0.42857142857142855	0.07142857142857142	-0.3571428571428571
chr13:75530245	wtdmso	mtdmso	2	2	32	39	1.21875	1.0	chr13	75530245	ENST00000355801.4,ENST00000406936.7,flairiso34932-1,flairiso34933-1,flairiso34939-1	ENSG00000188243.12	COMMD6	0.058823529411764705	0.04878048780487805	-0.010043041606886655
chr13:98019655	wtdmso	mtdmso	1	1	9	9	1.0	1.0	chr13	98019655	ENST00000490680.5,flairiso44791-1	ENSG00000065150.21	IPO5	0.1	0.1	0.0
chr13:98021753	wtdmso	mtdmso	1	3	9	8	0.2962962962962963	0.5864661654135339	chr13	98021753	ENST00000490680.5,flairiso44791-1	ENSG00000065150.21	IPO5	0.1	0.2727272727272727	0.1727272727272727
chr13:99562753	wtdmso	mtdmso	2	1	8	11	2.75	0.5714285714285713	chr13	99562753	ENST00000376387.5	ENSG00000125304.10	TM9SF2	0.2	0.08333333333333333	-0.11666666666666668
chr14:102081307	wtdmso	mtdmso	2	1	9	15	3.333333333333333	0.5487179487179487	chr14	102081307	ENST00000216281.12	ENSG00000080824.18	HSP90AA1	0.18181818181818182	0.0625	-0.11931818181818182
chr14:104759569	wtdmso	mtdmso	6	11	4	10	1.3636363636363635	1.0	chr14	104759569	ENST00000329967.11	ENSG00000184990.13	SIVA1	0.6	0.5238095238095238	-0.07619047619047614
chr14:104769517	wtdmso	mtdmso	2	2	10	12	1.2	1.0	chr14	104769517	ENST00000407796.6	ENSG00000142208.16	AKT1	0.16666666666666666	0.14285714285714285	-0.023809523809523808
chr14:104769662	wtdmso	mtdmso	3	2	9	13	2.1666666666666665	0.6280193236714976	chr14	104769662	ENST00000407796.6	ENSG00000142208.16	AKT1	0.25	0.13333333333333333	-0.11666666666666667
chr14:104769738	wtdmso	mtdmso	1	1	10	11	1.1	1.0	chr14	104769738	ENST00000407796.6	ENSG00000142208.16	AKT1	0.09090909090909091	0.08333333333333333	-0.007575757575757583
chr14:104770054	wtdmso	mtdmso	7	3	3	11	8.555555555555555	0.0351494144568582	chr14	104770054	ENST00000407796.6	ENSG00000142208.16	AKT1	0.7	0.21428571428571427	-0.48571428571428565
chr14:104770328	wtdmso	mtdmso	3	7	7	6	0.3673469387755102	0.4015345268542198	chr14	104770328	ENST00000407796.6	ENSG00000142208.16	AKT1	0.3	0.5384615384615384	0.23846153846153845
chr14:105250730	wtdmso	mtdmso	3	2	7	10	2.142857142857143	0.6240601503759399	chr14	105250730	ENST00000392554.7,ENST00000463376.6	ENSG00000184887.13	BTBD6	0.3	0.16666666666666666	-0.13333333333333333
chr14:105250801	wtdmso	mtdmso	2	1	8	11	2.75	0.5714285714285713	chr14	105250801	ENST00000392554.7,ENST00000463376.6	ENSG00000184887.13	BTBD6	0.2	0.08333333333333333	-0.11666666666666668
chr14:105479591	wtdmso	mtdmso	3	1	9	10	3.333333333333333	0.5900621118012421	chr14	105479591	ENST00000329146.8	ENSG00000182809.10	CRIP2	0.25	0.09090909090909091	-0.1590909090909091
chr14:105479627	wtdmso	mtdmso	3	2	9	18	3.0	0.3376569203877324	chr14	105479627	ENST00000329146.8	ENSG00000182809.10	CRIP2	0.25	0.1	-0.15
chr14:21210852	wtdmso	mtdmso	3	2	28	10	0.5357142857142857	0.6077490291897553	chr14	21210852	ENST00000553300.5-0,ENST00000554969.5,ENST00000557201.5-0,flairiso35052-1	ENSG00000092199.17	HNRNPC	0.0967741935483871	0.16666666666666666	0.06989247311827956
chr14:21210966	wtdmso	mtdmso	6	2	36	29	2.4166666666666665	0.4535365846724475	chr14	21210966	ENST00000430246.6,ENST00000553300.5-0,ENST00000554455.5,ENST00000554969.5,ENST00000557201.5-0,flairiso35052-1	ENSG00000092199.17	HNRNPC	0.14285714285714285	0.06451612903225806	-0.07834101382488479
chr14:21211229	wtdmso	mtdmso	1	2	39	30	0.3846153846153846	0.5814889336016095	chr14	21211229	ENST00000430246.6,ENST00000553300.5-0,ENST00000554455.5,ENST00000554969.5,ENST00000557201.5-0,flairiso35052-1	ENSG00000092199.17	HNRNPC	0.025	0.0625	0.0375
chr14:21211448	wtdmso	mtdmso	2	2	10	19	1.9	0.6099706744868034	chr14	21211448	ENST00000553300.5-0,ENST00000554455.5,ENST00000554969.5,ENST00000557201.5-0	ENSG00000092199.17	HNRNPC	0.16666666666666666	0.09523809523809523	-0.07142857142857142
chr14:22771310	wtdmso	mtdmso	1	2	9	16	0.8888888888888888	1.0	chr14	22771310	ENST00000285848.9,ENST00000612549.6	ENSG00000155463.14	OXA1L	0.1	0.1111111111111111	0.0111111111111111
chr14:22771557	wtdmso	mtdmso	2	5	8	14	0.7	1.0	chr14	22771557	ENST00000285848.9,ENST00000612549.6	ENSG00000155463.14	OXA1L	0.2	0.2631578947368421	0.06315789473684208
chr14:22771603	wtdmso	mtdmso	5	9	5	7	0.7777777777777778	1.0	chr14	22771603	ENST00000285848.9,ENST00000612549.6	ENSG00000155463.14	OXA1L	0.5	0.5625	0.0625
chr14:22771621	wtdmso	mtdmso	3	6	7	11	0.7857142857142857	1.0	chr14	22771621	ENST00000285848.9,ENST00000612549.6	ENSG00000155463.14	OXA1L	0.3	0.35294117647058826	0.05294117647058827
chr14:22771654	wtdmso	mtdmso	8	6	3	12	5.333333333333333	0.0604329414240248	chr14	22771654	ENST00000285848.9,ENST00000612549.6	ENSG00000155463.14	OXA1L	0.7272727272727273	0.3333333333333333	-0.393939393939394
chr14:22877089	wtdmso	mtdmso	3	3	23	8	0.3478260869565217	0.3350651071239306	chr14	22877089	ENST00000359591.9	ENSG00000197324.9	LRP10	0.11538461538461539	0.2727272727272727	0.15734265734265732
chr14:22877394	wtdmso	mtdmso	3	1	22	13	1.7727272727272727	1.0	chr14	22877394	ENST00000359591.9	ENSG00000197324.9	LRP10	0.12	0.07142857142857142	-0.04857142857142857
chr14:22877415	wtdmso	mtdmso	1	3	32	15	0.15625	0.1199999999999999	chr14	22877415	ENST00000359591.9	ENSG00000197324.9	LRP10	0.030303030303030304	0.16666666666666666	0.13636363636363635
chr14:22877531	wtdmso	mtdmso	2	2	29	13	0.4482758620689655	0.586818641419248	chr14	22877531	ENST00000359591.9	ENSG00000197324.9	LRP10	0.06451612903225806	0.13333333333333333	0.06881720430107527
chr14:22877647	wtdmso	mtdmso	2	1	34	18	1.0588235294117647	1.0	chr14	22877647	ENST00000359591.9	ENSG00000197324.9	LRP10	0.05555555555555555	0.05263157894736842	-0.0029239766081871343
chr14:22877847	wtdmso	mtdmso	8	5	16	9	0.9	1.0	chr14	22877847	ENST00000359591.9	ENSG00000197324.9	LRP10	0.3333333333333333	0.35714285714285715	0.023809523809523836
chr14:23026023	wtdmso	mtdmso	3	2	8	9	1.6875	1.0	chr14	23026023	ENST00000361611.11	ENSG00000100804.19	PSMB5	0.2727272727272727	0.18181818181818182	-0.09090909090909088
chr14:23026050	wtdmso	mtdmso	8	4	2	6	6.0	0.1698023338890212	chr14	23026050	ENST00000361611.11	ENSG00000100804.19	PSMB5	0.8	0.4	-0.4
chr14:23026134	wtdmso	mtdmso	2	1	9	9	2.0	1.0	chr14	23026134	ENST00000361611.11	ENSG00000100804.19	PSMB5	0.18181818181818182	0.1	-0.08181818181818182
chr14:24137720	wtdmso	mtdmso	11	4	18	8	1.2222222222222223	1.0	chr14	24137720	ENST00000206451.11	ENSG00000092010.15	PSME1	0.3793103448275862	0.3333333333333333	-0.04597701149425287
chr14:24138372	wtdmso	mtdmso	2	1	30	11	0.7333333333333333	1.0	chr14	24138372	ENST00000206451.11	ENSG00000092010.15	PSME1	0.0625	0.08333333333333333	0.02083333333333333
chr14:24138763	wtdmso	mtdmso	3	1	32	11	1.03125	1.0	chr14	24138763	ENST00000206451.11,ENST00000561435.5	ENSG00000092010.15	PSME1	0.08571428571428572	0.08333333333333333	-0.0023809523809523864
chr14:24217055	wtdmso	mtdmso	1	1	10	9	0.9	1.0	chr14	24217055	ENST00000250495.10	ENSG00000129559.13	NEDD8	0.09090909090909091	0.1	0.009090909090909094
chr14:24218395	wtdmso	mtdmso	9	1	19	10	4.7368421052631575	0.228249896755839	chr14	24218395	ENST00000250495.10	ENSG00000129559.13	NEDD8	0.32142857142857145	0.09090909090909091	-0.23051948051948054
chr14:35308940	wtdmso	mtdmso	4	1	8	15	7.5	0.1330891330891331	chr14	35308940	ENST00000261479.9,ENST00000553809.5-0	ENSG00000100902.11	PSMA6	0.3333333333333333	0.0625	-0.2708333333333333
chr14:35308940	wtdmso	mtdmso	4	1	8	15	7.5	0.1330891330891331	chr14	35308940	ENST00000261479.9,ENST00000553809.5-0	ENSG00000258790.1	AL121594.1	0.3333333333333333	0.0625	-0.2708333333333333
