inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	W1C2.S25_wtcsc_b1	W1C3.S33_wtcsc_b1	W2C2.S23_wtcsc_b1	lr	padj	dpsi
inclusion	K	alternative_last_exon	HADHB	chr2:26263480-26269952	+	0.98831094016946	0.98831094016946	0.98831094016946	0.98831094016946	0.991340681833509	0.991340681833509	0.991340681833509	0.202203246448335	1	0.3029741664049084
inclusion	K	alternative_last_exon	HAS3	chr16:69106317-69106571	+	0.259783607034015	0.259783607034015	0.259783607034015	0.259783607034015	0.239739132294377	0.239739132294377	0.239739132294377	0.111430582083358	1	-2.0044474739638005
inclusion	K	alternative_last_exon	HAS3	chr16:69113543-69114342	+	0.636802712964554	0.636802712964554	0.636802712964554	0.636802712964554	0.761453965039841	0.761453965039841	0.761453965039841	7.41266497962351	1	12.4651252075287
inclusion	K	alternative_last_exon	HBS1L	chr6:135038027-135039572	-	0.104498080873266	0.104498080873266	0.104498080873266	0.104498080873266	0.0612134012105982	0.0612134012105982	0.0612134012105982	1.40598303464003	1	-4.32846796626678
inclusion	K	alternative_last_exon	HCLS1	chr3:121637257-121642926	-	0.958840616273755	0.958840616273755	0.958840616273755	0.958840616273755	0.935260060869558	0.935260060869558	0.935260060869558	0.275486258060937	1	-2.3580555404196986
inclusion	K	alternative_last_exon	HDGFL3	chr15:83139276-83151214	-	0.771905271750941	0.771905271750941	0.771905271750941	0.771905271750941	0.678551752183589	0.678551752183589	0.678551752183589	1.19897204596805	1	-9.33535195673521
inclusion	K	alternative_last_exon	HEBP1	chr12:12983736-12987151	-	0.0206431263168089	0.0206431263168089	0.0206431263168089	0.0206431263168089	0.0186465134353288	0.0186465134353288	0.0186465134353288	0.0526691753420891	1	-0.19966128814800999
inclusion	K	alternative_last_exon	HERC4	chr10:68044564-68072882	-	0.864021251661453	0.864021251661453	0.864021251661453	0.864021251661453	0.845444674898303	0.845444674898303	0.845444674898303	0.171203052731926	1	-1.8576576763150143
inclusion	K	alternative_last_exon	HES2	chr1:6419341-6419606	-	0.443677924852608	0.443677924852608	0.443677924852608	0.443677924852608	0.320343893024005	0.320343893024005	0.320343893024005	1.22578549851551	1	-12.333403182860302
inclusion	K	alternative_last_exon	HGS	chr17:81701132-81701243	+	0.00886780694471953	0.00886780694471953	0.00886780694471953	0.00886780694471953	0.00937871422993693	0.00937871422993693	0.00937871422993693	0.00816881768332678	1	0.051090728521740014
inclusion	K	alternative_last_exon	HHLA3	chr1:70355209-70366145	+	0.212501832746212	0.212501832746212	0.212501832746212	0.212501832746212	0.186454371743777	0.186454371743777	0.186454371743777	0.0759720478250756	1	-2.604746100243503
inclusion	K	alternative_last_exon	HINT1	chr5:131162478-131162571	-	0.794069588316284	0.794069588316284	0.794069588316284	0.794069588316284	0.765524058155601	0.765524058155601	0.765524058155601	0.0886992481631523	1	-2.8545530160683086
inclusion	K	alternative_last_exon	HIRIP3	chr16:29994844-29995102	-	0.906695868223764	0.906695868223764	0.906695868223764	0.906695868223764	0.885523793713259	0.885523793713259	0.885523793713259	0.659808256745237	1	-2.117207451050504
inclusion	K	alternative_last_exon	HK1	chr10:69395106-69398594	+	0.978526488123291	0.978526488123291	0.978526488123291	0.978526488123291	0.973746052178913	0.973746052178913	0.973746052178913	0.246224893191538	1	-0.478043594437807
inclusion	K	alternative_last_exon	HLA-F	chr6:29726044-29726402	+	0.903536625203301	0.903536625203301	0.903536625203301	0.903536625203301	0.917412214442194	0.917412214442194	0.917412214442194	0.12305416096001	1	1.3875589238893014
inclusion	K	alternative_last_exon	HM13	chr20:31566296-31568077	+	0.160208803191641	0.160208803191641	0.160208803191641	0.160208803191641	0.128597629867639	0.128597629867639	0.128597629867639	1.48311913207726	1	-3.161117332400199
inclusion	K	alternative_last_exon	HMBOX1	chr8:29049049-29051017	+	0.498846947656532	0.498846947656532	0.498846947656532	0.498846947656532	0.420018506238871	0.420018506238871	0.420018506238871	1.01943260172675	1	-7.8828441417661
inclusion	K	alternative_last_exon	HMG20B	chr19:3573801-3573902	+	0.0225049402376022	0.0225049402376022	0.0225049402376022	0.0225049402376022	0.0161700679785595	0.0161700679785595	0.0161700679785595	0.495877877296152	1	-0.6334872259042696
inclusion	K	alternative_last_exon	HMGA1	chr6:34236964-34237203	+	0.965245649935045	0.965245649935045	0.965245649935045	0.965245649935045	0.96985687892788	0.96985687892788	0.96985687892788	0.342502930987393	1	0.46112289928349526
inclusion	K	alternative_last_exon	HMGA2	chr12:65951416-65952355	+	0.0357661387834496	0.0357661387834496	0.0357661387834496	0.0357661387834496	0.0439118131740336	0.0439118131740336	0.0439118131740336	0.274635967474751	1	0.8145674390584001
inclusion	K	alternative_last_exon	HMGCR	chr5:75354698-75355055	+	0.952761327349117	0.952761327349117	0.952761327349117	0.952761327349117	0.961850709237212	0.961850709237212	0.961850709237212	0.228628322016448	1	0.9089381888095005
inclusion	K	alternative_last_exon	HMGXB4	chr22:35263875-35263981	+	0.464518485486756	0.464518485486756	0.464518485486756	0.464518485486756	0.43595800621266	0.43595800621266	0.43595800621266	0.230571746804344	1	-2.8560479274095982
inclusion	K	alternative_last_exon	HNRNPAB	chr5:178209448-178210131	+	0.730990005943667	0.730990005943667	0.730990005943667	0.730990005943667	0.775481194301295	0.775481194301295	0.775481194301295	1.42434414504896	1	4.449118835762803
inclusion	K	alternative_last_exon	HNRNPH1	chr5:179615596-179616125	-	0.988622157314787	0.988622157314787	0.988622157314787	0.988622157314787	0.991953811420734	0.991953811420734	0.991953811420734	0.251707876770524	1	0.3331654105947024
inclusion	K	alternative_last_exon	HNRNPM	chr19:8474245-8483157	+	0.754507159088846	0.754507159088846	0.754507159088846	0.754507159088846	0.723035102215872	0.723035102215872	0.723035102215872	1.13547208437194	1	-3.147205687297401
inclusion	K	alternative_last_exon	HNRNPR	chr1:23341018-23344210,chr1:23341021-23344210	-	0.457017950885112	0.457017950885112	0.457017950885112	0.457017950885112	0.441684998488125	0.441684998488125	0.441684998488125	0.0516960760342045	1	-1.5332952396987025
inclusion	K	alternative_last_exon	HOMEZ	chr14:23285612-23285912	-	0.155914376066178	0.155914376066178	0.155914376066178	0.155914376066178	0.209600294445948	0.209600294445948	0.209600294445948	1.09278563409589	1	5.368591837976998
inclusion	K	alternative_last_exon	HP1BP3	chr1:20776006-20776596	-	0.0327882292084959	0.0327882292084959	0.0327882292084959	0.0327882292084959	0.0405827951063278	0.0405827951063278	0.0405827951063278	0.266885991995878	1	0.77945658978319
inclusion	K	alternative_last_exon	HPS1	chr10:98435415-98435634	-	0.898375662601892	0.898375662601892	0.898375662601892	0.898375662601892	0.95037099017596	0.95037099017596	0.95037099017596	1.8793611883118	1	5.1995327574068
inclusion	K	alternative_last_exon	HPS1	chr10:98442958-98443123	-	0.348117859228788	0.348117859228788	0.348117859228788	0.348117859228788	0.395414917460042	0.395414917460042	0.395414917460042	0.903674261391643	1	4.729705823125393
inclusion	K	alternative_last_exon	HPS4	chr22:26453405-26457858	-	0.757363671947784	0.757363671947784	0.757363671947784	0.757363671947784	0.728638354350447	0.728638354350447	0.728638354350447	0.439447361317434	1	-2.8725317597336897
inclusion	K	alternative_last_exon	HPS4	chr22:26458578-26463916	-	0.861007098962513	0.861007098962513	0.861007098962513	0.861007098962513	0.875573851562969	0.875573851562969	0.875573851562969	0.0347303234689207	1	1.4566752600455999
inclusion	K	alternative_last_exon	HSF1	chr8:144309897-144311173	+	0.976980588184117	0.976980588184117	0.976980588184117	0.976980588184117	0.979759432195312	0.979759432195312	0.979759432195312	0.120615648600506	1	0.2778844011194934
inclusion	K	alternative_last_exon	HSP90B1	chr12:103947431-103947632	+	0.992035134367788	0.992035134367788	0.992035134367788	0.992035134367788	0.992883171335318	0.992883171335318	0.992883171335318	0.0562772337289061	1	0.08480369675299926
inclusion	K	alternative_last_exon	HSPG2	chr1:21837007-21838824	-	0.974357349629004	0.974357349629004	0.974357349629004	0.974357349629004	0.971440598311686	0.971440598311686	0.971440598311686	0.0309459500876983	1	-0.29167513173179316
inclusion	K	alternative_last_exon	IFITM2	chr11:308439-309012	+	0.901684975421754	0.901684975421754	0.901684975421754	0.901684975421754	0.83350598795337	0.83350598795337	0.83350598795337	0.857402547952233	1	-6.817898746838395
inclusion	K	alternative_last_exon	IFNGR2	chr21:33432872-33436827	+	0.997782561912275	0.997782561912275	0.997782561912275	0.997782561912275	0.984908661532499	0.984908661532499	0.984908661532499	3.73397904806916	1	-1.2873900379776018
inclusion	K	alternative_last_exon	IKBIP	chr12:98626767-98634295	-	0.523455244340822	0.523455244340822	0.523455244340822	0.523455244340822	0.438731006192362	0.438731006192362	0.438731006192362	1.81944519931221	1	-8.472423814846003
inclusion	K	alternative_last_exon	IL15RA	chr10:5963842-5966144	-	0.51521678559261	0.51521678559261	0.51521678559261	0.51521678559261	0.45191945211073	0.45191945211073	0.45191945211073	0.311688136564953	1	-6.329733348188
inclusion	K	alternative_last_exon	IL17RC	chr3:9928487-9928579	+	0.873581377753805	0.873581377753805	0.873581377753805	0.873581377753805	0.875460965450189	0.875460965450189	0.875460965450189	0.00292082266105353	1	0.1879587696383993
inclusion	K	alternative_last_exon	IL4R	chr16:27340274-27341069	+	0.0882659088316028	0.0882659088316028	0.0882659088316028	0.0882659088316028	0.116919018636852	0.116919018636852	0.116919018636852	1.20029911857273	1	2.865310980524919
inclusion	K	alternative_last_exon	IL4R	chr16:27345021-27346466	+	0.939227881557538	0.939227881557538	0.939227881557538	0.939227881557538	0.935704223672322	0.935704223672322	0.935704223672322	0.033539676493092	1	-0.3523657885216096
inclusion	K	alternative_last_exon	ILK	chr11:6608968-6609070	+	0.993390288177177	0.993390288177177	0.993390288177177	0.993390288177177	0.987765210719076	0.987765210719076	0.987765210719076	0.835442638239329	1	-0.5625077458101089
inclusion	K	alternative_last_exon	IMPA1	chr8:81671048-81673840	-	0.904465370121784	0.904465370121784	0.904465370121784	0.904465370121784	0.814189962376822	0.814189962376822	0.814189962376822	1.32666225099626	1	-9.027540774496202
inclusion	K	alternative_last_exon	INCENP	chr11:62141045-62141499	+	0.315127347523323	0.315127347523323	0.315127347523323	0.315127347523323	0.252779457328122	0.252779457328122	0.252779457328122	0.396265028154971	1	-6.234789019520097
inclusion	K	alternative_last_exon	INO80E	chr16:30001041-30001464,chr16:30001041-30001413,chr16:30001041-30001211	+	0.750559431885577	0.750559431885577	0.750559431885577	0.750559431885577	0.633076855389823	0.633076855389823	0.633076855389823	5.4985730907265	1	-11.748257649575407
inclusion	K	alternative_last_exon	INPP1	chr2:190360307-190362626	+	0.921591099447863	0.921591099447863	0.921591099447863	0.921591099447863	0.856506255072426	0.856506255072426	0.856506255072426	1.92661833243847	1	-6.5084844375437
inclusion	K	alternative_last_exon	INPP5K	chr17:1513555-1513871,chr17:1513562-1513871	-	0.922448005845727	0.922448005845727	0.922448005845727	0.922448005845727	0.878921091915981	0.878921091915981	0.878921091915981	0.927510293326122	1	-4.352691392974606
inclusion	K	alternative_last_exon	INTS10	chr8:19824045-19824802	+	0.963730241931972	0.963730241931972	0.963730241931972	0.963730241931972	0.951745491484193	0.951745491484193	0.951745491484193	0.285568230825447	1	-1.1984750447778936
inclusion	K	alternative_last_exon	ITGA1	chr5:52788415-52849364	+	0.128488676317234	0.128488676317234	0.128488676317234	0.128488676317234	0.0416606237279712	0.0416606237279712	0.0416606237279712	3.64558559150737	1	-8.682805258926281
inclusion	K	alternative_last_exon	ITGA6	chr2:172488229-172489484	+	0.94448020246523	0.94448020246523	0.94448020246523	0.94448020246523	0.951379164017044	0.951379164017044	0.951379164017044	0.228594531225099	1	0.6898961551814011
inclusion	K	alternative_last_exon	ITGA6	chr2:172498101-172501771	+	0.944274775902717	0.944274775902717	0.944274775902717	0.944274775902717	0.900919301732998	0.900919301732998	0.900919301732998	4.74265775776803	1	-4.335547416971906
inclusion	K	alternative_last_exon	ITGB3BP	chr1:63446857-63453917	-	0.599000297374121	0.599000297374121	0.599000297374121	0.599000297374121	0.378746196137252	0.378746196137252	0.378746196137252	1.6783911521847	1	-22.025410123686896
inclusion	K	alternative_last_exon	ITSN1	chr21:33814073-33817230	+	0.140544034439972	0.140544034439972	0.140544034439972	0.140544034439972	0.118618644094919	0.118618644094919	0.118618644094919	0.227786990807317	1	-2.192539034505298
inclusion	K	alternative_last_exon	ITSN2	chr2:24242207-24246128	-	0.674557809000632	0.674557809000632	0.674557809000632	0.674557809000632	0.697361706155875	0.697361706155875	0.697361706155875	0.073903543692154	1	2.2803897155242936
inclusion	K	alternative_last_exon	IVD	chr15:40413088-40414888	+	0.934857872023066	0.934857872023066	0.934857872023066	0.934857872023066	0.959850228507994	0.959850228507994	0.959850228507994	0.912319673903312	1	2.4992356484927996
inclusion	K	alternative_last_exon	IWS1	chr2:127481176-127486552	-	0.993104564051407	0.993104564051407	0.993104564051407	0.993104564051407	0.982521860122617	0.982521860122617	0.982521860122617	0.675495924157985	1	-1.0582703928789954
inclusion	K	alternative_last_exon	JOSD2	chr19:50507700-50510285	-	0.898894469590331	0.898894469590331	0.898894469590331	0.898894469590331	0.900981880150254	0.900981880150254	0.900981880150254	0.00633822706004139	1	0.20874105599229154
inclusion	K	alternative_last_exon	JPX	chrX:73994962-73999608,chrX:73994962-73999354,chrX:73994962-73998767	+	0.656065084525096	0.656065084525096	0.656065084525096	0.656065084525096	0.640442493085777	0.640442493085777	0.640442493085777	0.0151428096640984	1	-1.5622591439318967
inclusion	K	alternative_last_exon	KAT5	chr11:65713059-65713347	+	0.323713365161491	0.323713365161491	0.323713365161491	0.323713365161491	0.290589830749514	0.290589830749514	0.290589830749514	0.462352407709659	1	-3.3123534411977005
inclusion	K	alternative_last_exon	KATNBL1	chr15:34142372-34145397	-	0.585505525651063	0.585505525651063	0.585505525651063	0.585505525651063	0.551623827690128	0.551623827690128	0.551623827690128	0.144382933204724	1	-3.3881697960935
inclusion	K	alternative_last_exon	KCNMA1	chr10:77012558-77019012	-	0.275600739385875	0.275600739385875	0.275600739385875	0.275600739385875	0.398583166282873	0.398583166282873	0.398583166282873	0.960073777273237	1	12.298242689699801
inclusion	K	alternative_last_exon	KCNMA1	chr10:77404024-77637264	-	0.514813013086597	0.514813013086597	0.514813013086597	0.514813013086597	0.478745129646425	0.478745129646425	0.478745129646425	0.0935957745462019	1	-3.606788344017204
inclusion	K	alternative_last_exon	KLC1	chr14:103679546-103684985	+	0.197936752301189	0.197936752301189	0.197936752301189	0.197936752301189	0.133065406743438	0.133065406743438	0.133065406743438	2.55656313530199	1	-6.4871345557751
inclusion	K	alternative_last_exon	KLHDC4	chr16:87708073-87708349,chr16:87708076-87708349	-	0.95290754359682	0.95290754359682	0.95290754359682	0.95290754359682	0.912779432376391	0.912779432376391	0.912779432376391	0.929180605273586	1	-4.012811122042891
inclusion	K	alternative_last_exon	KLHL5	chr4:39115331-39121009	+	0.93991856891027	0.93991856891027	0.93991856891027	0.93991856891027	0.931322806010051	0.931322806010051	0.931322806010051	0.184812370305735	1	-0.8595762900218915
inclusion	K	alternative_last_exon	KLHL7	chr7:23125173-23125760	+	0.641062584441543	0.641062584441543	0.641062584441543	0.641062584441543	0.572597534369807	0.572597534369807	0.572597534369807	0.690511684555531	1	-6.846505007173597
inclusion	K	alternative_last_exon	KMT5B	chr11:68165949-68166981	-	0.480886203241191	0.480886203241191	0.480886203241191	0.480886203241191	0.509915276580719	0.509915276580719	0.509915276580719	0.142431767554854	1	2.902907333952797
inclusion	K	alternative_last_exon	KMT5C	chr19:55342047-55342214	+	0.787718886528267	0.787718886528267	0.787718886528267	0.787718886528267	0.79850607731017	0.79850607731017	0.79850607731017	0.0159930547220029	1	1.0787190781902893
inclusion	K	alternative_last_exon	KRT8	chr12:52949518-52949714,chr12:52949586-52949714,chr12:52949579-52949714	-	0.916849001716521	0.916849001716521	0.916849001716521	0.916849001716521	0.861804559009749	0.861804559009749	0.861804559009749	1.04829029616121	1	-5.504444270677197
inclusion	K	alternative_last_exon	KTN1	chr14:55580355-55601756	+	0.0436230186814784	0.0436230186814784	0.0436230186814784	0.0436230186814784	0.0322796959130516	0.0322796959130516	0.0322796959130516	0.248218158965756	1	-1.1343322768426805
inclusion	K	alternative_last_exon	KTN1	chr14:55679686-55680685	+	0.0490394336172106	0.0490394336172106	0.0490394336172106	0.0490394336172106	0.0357114398532896	0.0357114398532896	0.0357114398532896	0.234548506689862	1	-1.3327993763920998
inclusion	K	alternative_last_exon	LAMA3	chr18:23784158-23796022	+	0.171139090876651	0.171139090876651	0.171139090876651	0.171139090876651	0.180882554916033	0.180882554916033	0.180882554916033	0.010594443304683	1	0.974346403938199
inclusion	K	alternative_last_exon	LAMP2	chrX:120439294-120441729	-	0.755497422924596	0.755497422924596	0.755497422924596	0.755497422924596	0.738319215580455	0.738319215580455	0.738319215580455	0.212174502511516	1	-1.7178207344141043
inclusion	K	alternative_last_exon	LAMTOR4	chr7:100149580-100152715	+	0.0270343097201029	0.0270343097201029	0.0270343097201029	0.0270343097201029	0.0203955050951937	0.0203955050951937	0.0203955050951937	0.203864097488804	1	-0.66388046249092
inclusion	K	alternative_last_exon	LAMTOR4	chr7:100153518-100153866,chr7:100153518-100153849	+	0.970843670529823	0.970843670529823	0.970843670529823	0.970843670529823	0.962458974856634	0.962458974856634	0.962458974856634	0.426405027235887	1	-0.8384695673188958
inclusion	K	alternative_last_exon	LCMT1	chr16:25140248-25164597	+	0.076550433700141	0.076550433700141	0.076550433700141	0.076550433700141	0.0926616465760301	0.0926616465760301	0.0926616465760301	0.717734373820349	1	1.6111212875889098
inclusion	K	alternative_last_exon	LCOR	chr10:96952197-96958411,chr10:96952197-96954952	+	0.293424407184602	0.293424407184602	0.293424407184602	0.293424407184602	0.351572788066248	0.351572788066248	0.351572788066248	0.412388749196566	1	5.814838088164596
inclusion	K	alternative_last_exon	LDAH	chr2:20740206-20774809	-	0.83989119142949	0.83989119142949	0.83989119142949	0.83989119142949	0.878356915322992	0.878356915322992	0.878356915322992	0.241828060759417	1	3.8465723893502
inclusion	K	alternative_last_exon	LDHA	chr11:18403812-18405448	+	0.940061784128811	0.940061784128811	0.940061784128811	0.940061784128811	0.904633303935149	0.904633303935149	0.904633303935149	0.272187012451468	1	-3.542848019366204
inclusion	K	alternative_last_exon	LEPR	chr1:65425379-65565545	+	0.180988956628388	0.180988956628388	0.180988956628388	0.180988956628388	0.0968452163046329	0.0968452163046329	0.0968452163046329	1.52604975500185	1	-8.414374032375509
inclusion	K	alternative_last_exon	LEPR	chr1:65622982-65633151	+	0.877239759922633	0.877239759922633	0.877239759922633	0.877239759922633	0.849745577628953	0.849745577628953	0.849745577628953	0.139955294296101	1	-2.749418229368004
inclusion	K	alternative_last_exon	LEPROT	chr1:65425379-65429861	+	0.691955437066658	0.691955437066658	0.691955437066658	0.691955437066658	0.702263144459269	0.702263144459269	0.702263144459269	0.021169598947381	1	1.0307707392611007
inclusion	K	alternative_last_exon	LETM2	chr8:38404507-38406945	+	0.683669404709131	0.683669404709131	0.683669404709131	0.683669404709131	0.630527542632351	0.630527542632351	0.630527542632351	0.447590996535382	1	-5.3141862076779915
inclusion	K	alternative_last_exon	LETMD1	chr12:51049186-51052091,chr12:51049186-51052087	+	0.686579041492898	0.686579041492898	0.686579041492898	0.686579041492898	0.672803137040498	0.672803137040498	0.672803137040498	0.100355488108107	1	-1.3775904452399885
inclusion	K	alternative_last_exon	LETMD1	chr12:51056503-51058074,chr12:51056503-51058031,chr12:51056503-51058005	+	0.980589473948646	0.980589473948646	0.980589473948646	0.980589473948646	0.981873495539529	0.981873495539529	0.981873495539529	0.0161759497150342	1	0.12840215908829578
inclusion	K	alternative_last_exon	LGALS3	chr14:55129301-55137369	+	0.955864776491399	0.955864776491399	0.955864776491399	0.955864776491399	0.957920694253283	0.957920694253283	0.957920694253283	0.0213018111826386	1	0.20559177618839897
inclusion	K	alternative_last_exon	LGALS8	chr1:236542788-236542914	+	0.336477735771955	0.336477735771955	0.336477735771955	0.336477735771955	0.231826671553475	0.231826671553475	0.231826671553475	2.08365369673993	1	-10.465106421848002
inclusion	K	alternative_last_exon	LHPP	chr10:124498129-124517179	+	0.670467162520375	0.670467162520375	0.670467162520375	0.670467162520375	0.678296433314412	0.678296433314412	0.678296433314412	0.0220326484104589	1	0.7829270794037058
inclusion	K	alternative_last_exon	LIG3	chr17:35002790-35002994	+	0.0995305099785048	0.0995305099785048	0.0995305099785048	0.0995305099785048	0.0742901538788685	0.0742901538788685	0.0742901538788685	0.250918612718124	1	-2.5240356099636285
inclusion	K	alternative_last_exon	LIMK2	chr22:31275309-31276788	+	0.128266180770537	0.128266180770537	0.128266180770537	0.128266180770537	0.129290526206083	0.129290526206083	0.129290526206083	0.00150197240145644	1	0.10243454355459924
inclusion	K	alternative_last_exon	LINC00662	chr19:27746341-27792999	-	0.533940122280224	0.533940122280224	0.533940122280224	0.533940122280224	0.706198745232966	0.706198745232966	0.706198745232966	6.31524115654656	1	17.225862295274197
inclusion	K	alternative_last_exon	LINC00963	chr9:129493596-129502396	+	0.288832854159321	0.288832854159321	0.288832854159321	0.288832854159321	0.293349987763384	0.293349987763384	0.293349987763384	0.00425150422097431	1	0.45171336040630194
inclusion	K	alternative_last_exon	LINC01184	chr5:127966929-128061143	-	0.73647804885204	0.73647804885204	0.73647804885204	0.73647804885204	0.752363449519385	0.752363449519385	0.752363449519385	0.0506802771744788	1	1.5885400667344953
inclusion	K	alternative_last_exon	LINC01503	chr9:129342044-129347225	+	0.855493439018441	0.855493439018441	0.855493439018441	0.855493439018441	0.843473255523354	0.843473255523354	0.843473255523354	0.0490642106092309	1	-1.2020183495087053
inclusion	K	alternative_last_exon	LMBR1L	chr12:49104552-49104745	-	0.902925816509319	0.902925816509319	0.902925816509319	0.902925816509319	0.964426263759143	0.964426263759143	0.964426263759143	1.86257683980352	1	6.1500447249823935
inclusion	K	alternative_last_exon	LMNB2	chr19:2430953-2431547	-	0.939767378100988	0.939767378100988	0.939767378100988	0.939767378100988	0.94755208690516	0.94755208690516	0.94755208690516	0.194954881160811	1	0.7784708804172027
inclusion	K	alternative_last_exon	LPAR2	chr19:19627970-19628091	-	0.465246750364374	0.465246750364374	0.465246750364374	0.465246750364374	0.501602071866297	0.501602071866297	0.501602071866297	0.179193949596083	1	3.6355321501923044
inclusion	K	alternative_last_exon	LRCH3	chr3:197865472-197866111	+	0.868441002596606	0.868441002596606	0.868441002596606	0.868441002596606	0.879469887106891	0.879469887106891	0.879469887106891	0.0366867599727811	1	1.1028884510285053
inclusion	K	alternative_last_exon	LRP11	chr6:149842677-149842982	-	0.111762039946738	0.111762039946738	0.111762039946738	0.111762039946738	0.106772366285427	0.106772366285427	0.106772366285427	0.0404271446004714	1	-0.49896736613110093
inclusion	K	alternative_last_exon	LRP8	chr1:53252538-53255116	-	0.186973542023563	0.186973542023563	0.186973542023563	0.186973542023563	0.159961124175371	0.159961124175371	0.159961124175371	0.295819147342627	1	-2.701241784819201
inclusion	K	alternative_last_exon	LRRC75B	chr22:24589614-24589820	-	0.0466970944767212	0.0466970944767212	0.0466970944767212	0.0466970944767212	0.0468980142002788	0.0468980142002788	0.0468980142002788	5.26914341207885e-05	1	0.020091972355760213
inclusion	K	alternative_last_exon	LRRC75B	chr22:24592424-24592862	-	0.397792348653117	0.397792348653117	0.397792348653117	0.397792348653117	0.503482487362603	0.503482487362603	0.503482487362603	0.675845198036939	1	10.569013870948602
inclusion	K	alternative_last_exon	LSM6	chr4:146175812-146176167	+	0.169278928968121	0.169278928968121	0.169278928968121	0.169278928968121	0.205797762638225	0.205797762638225	0.205797762638225	0.304389367348676	1	3.6518833670103987
inclusion	K	alternative_last_exon	LSR	chr19:35250660-35258944	+	0.977363409718666	0.977363409718666	0.977363409718666	0.977363409718666	0.979108591583667	0.979108591583667	0.979108591583667	0.0335747901517607	1	0.17451818650010864
inclusion	K	alternative_last_exon	LSR	chr19:35261982-35262545	+	0.871449551010014	0.871449551010014	0.871449551010014	0.871449551010014	0.891143180172242	0.891143180172242	0.891143180172242	0.0972364224011244	1	1.9693629162228063
inclusion	K	alternative_last_exon	LTA4H	chr12:96003921-96006313,chr12:96003982-96006313	-	0.882257686385655	0.882257686385655	0.882257686385655	0.882257686385655	0.868753450395059	0.868753450395059	0.868753450395059	0.291834653460683	1	-1.35042359905961
inclusion	K	alternative_last_exon	LTBR	chr12:6385380-6386065	+	0.984725425329884	0.984725425329884	0.984725425329884	0.984725425329884	0.978232053188203	0.978232053188203	0.978232053188203	0.676186870798119	1	-0.6493372141680993
inclusion	K	alternative_last_exon	LUC7L	chr16:208665-220648	-	0.297297016750096	0.297297016750096	0.297297016750096	0.297297016750096	0.289101298785583	0.289101298785583	0.289101298785583	0.010367186403073	1	-0.8195717964512994
inclusion	K	alternative_last_exon	LUC7L3	chr17:50737027-50737286	+	0.114093634988555	0.114093634988555	0.114093634988555	0.114093634988555	0.151991347729723	0.151991347729723	0.151991347729723	0.381907093131758	1	3.7897712741168004
inclusion	K	alternative_last_exon	LYRM4	chr6:5186981-5216617	-	0.353740192116103	0.353740192116103	0.353740192116103	0.353740192116103	0.296859384924671	0.296859384924671	0.296859384924671	0.695533478565949	1	-5.688080719143201
inclusion	K	alternative_last_exon	LYST	chr1:235829037-235830225	-	0.447268296577601	0.447268296577601	0.447268296577601	0.447268296577601	0.311763818934803	0.311763818934803	0.311763818934803	1.35500101634887	1	-13.550447764279802
inclusion	K	alternative_last_exon	MACROH2A1	chr5:135370143-135388921	-	0.989135295386718	0.989135295386718	0.989135295386718	0.989135295386718	0.979733442293951	0.979733442293951	0.979733442293951	1.42593331569879	1	-0.9401853092766999
inclusion	K	alternative_last_exon	MADD	chr11:47324578-47328657	+	0.468563489052355	0.468563489052355	0.468563489052355	0.468563489052355	0.442252836315127	0.442252836315127	0.442252836315127	0.152517723130131	1	-2.631065273722797
inclusion	K	alternative_last_exon	MAGOHB	chr12:10609384-10609830	-	0.237514089465603	0.237514089465603	0.237514089465603	0.237514089465603	0.277836212724088	0.277836212724088	0.277836212724088	0.324669178306635	1	4.032212325848498
inclusion	K	alternative_last_exon	MAGOHB	chr12:10612979-10613438	-	0.146064173750621	0.146064173750621	0.146064173750621	0.146064173750621	0.173206191653417	0.173206191653417	0.173206191653417	0.232507111001269	1	2.714201790279599
inclusion	K	alternative_last_exon	MAN1A2	chr1:117522938-117523249	+	0.233632926076045	0.233632926076045	0.233632926076045	0.233632926076045	0.244063658373182	0.244063658373182	0.244063658373182	0.0110639377405732	1	1.043073229713702
inclusion	K	alternative_last_exon	MAP2K7	chr19:7904069-7905807	+	0.109285069803924	0.109285069803924	0.109285069803924	0.109285069803924	0.0683697598078605	0.0683697598078605	0.0683697598078605	2.26980039011414	1	-4.0915309996063485
inclusion	K	alternative_last_exon	MAP3K10	chr19:40198556-40204484	+	0.898699113021097	0.898699113021097	0.898699113021097	0.898699113021097	0.904464705760999	0.904464705760999	0.904464705760999	0.0106846346527618	1	0.576559273990199
inclusion	K	alternative_last_exon	MAP3K20	chr2:173217251-173221149	+	0.547899266626135	0.547899266626135	0.547899266626135	0.547899266626135	0.577273953690909	0.577273953690909	0.577273953690909	0.349211035305416	1	2.9374687064773966
inclusion	K	alternative_last_exon	MAP3K4	chr6:161097177-161098277	+	0.0802737917501719	0.0802737917501719	0.0802737917501719	0.0802737917501719	0.124085108056151	0.124085108056151	0.124085108056151	1.23073163481672	1	4.38113163059791
